"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1107_eb","r1107","r1108","r1109","r1110","r1111","r1112","r1113","r1107_d","r1108_d","r1109_d","r1110_d","r1111_d","r1112_d","r1113_d"
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467,7694,3991,2580,1976,872,439,592
1679,"State Senator - District No. 28","Legislative District 28","State",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931,7044,4641,2772,1975,846,533,605
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931,7044,4641,2772,1975,846,533,605
1680,"State Senator - District No. 29","Legislative District 29","State",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041,6134,2631,1446,2026,1238,610,340
1680,"State Senator - District No. 29","Legislative District 29","Maricopa",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041,6134,2631,1446,2026,1238,610,340
1681,"State Senator - District No. 30","Legislative District 30","State",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603,5534,2547,2495,953,1353,231,330
1681,"State Senator - District No. 30","Legislative District 30","Maricopa",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603,5534,2547,2495,953,1353,231,330
1622,"State Representative - District No.  1","Legislative District 1","State",6304,"Campbell, Noel","REP",48604,54487,61682,65188,66613,67710,67749,68404,5883,7195,3506,1425,1097,39,655
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6304,"Campbell, Noel","REP",10681,14175,15728,17593,17916,18013,18052,18399,3494,1553,1865,323,97,39,347
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6304,"Campbell, Noel","REP",37923,40312,45954,47595,48697,49697,49697,50005,2389,5642,1641,1102,1000,0,308
1622,"State Representative - District No.  1","Legislative District 1","State",6539,"Gogek, Ed","DEM",21162,23352,26236,27724,28281,28934,28959,29249,2190,2884,1488,557,653,25,290
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6539,"Gogek, Ed","DEM",5098,6389,7321,8062,8197,8241,8266,8441,1291,932,741,135,44,25,175
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6539,"Gogek, Ed","DEM",16064,16963,18915,19662,20084,20693,20693,20808,899,1952,747,422,609,0,115
1622,"State Representative - District No.  1","Legislative District 1","State",6706,"Manolis, Jan","DEM",22853,25406,28576,30201,30811,31502,31528,31834,2553,3170,1625,610,691,26,306
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6706,"Manolis, Jan","DEM",5606,7130,8153,8992,9145,9188,9214,9387,1524,1023,839,153,43,26,173
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6706,"Manolis, Jan","DEM",17247,18276,20423,21209,21666,22314,22314,22447,1029,2147,786,457,648,0,133
1622,"State Representative - District No.  1","Legislative District 1","State",6475,"Stringer, David","REP",46150,51994,59042,62340,63656,64636,64676,65321,5844,7048,3298,1316,980,40,645
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6475,"Stringer, David","REP",10724,14353,15919,17746,18074,18168,18208,18555,3629,1566,1827,328,94,40,347
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6475,"Stringer, David","REP",35426,37641,43123,44594,45582,46468,46468,46766,2215,5482,1471,988,886,0,298
1623,"State Representative - District No.  2","Legislative District 2","State",6817,"Ackerley, John Christopher","REP",14520,18256,18256,19640,20485,20485,21130,21130,3736,0,1384,845,0,645,0
1623,"State Representative - District No.  2","Legislative District 2","Pima",6817,"Ackerley, John Christopher","REP",12413,15322,15322,16242,17087,17087,17732,17732,2909,0,920,845,0,645,0
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6817,"Ackerley, John Christopher","REP",2107,2934,2934,3398,3398,3398,3398,3398,827,0,464,0,0,0,0
1623,"State Representative - District No.  2","Legislative District 2","State",6857,"Gabaldón, Rosanna","DEM",19213,23795,23795,26570,28017,28017,29009,29009,4582,0,2775,1447,0,992,0
1623,"State Representative - District No.  2","Legislative District 2","Pima",6857,"Gabaldón, Rosanna","DEM",14449,17241,17241,18675,20122,20122,21114,21114,2792,0,1434,1447,0,992,0
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6857,"Gabaldón, Rosanna","DEM",4764,6554,6554,7895,7895,7895,7895,7895,1790,0,1341,0,0,0,0
1623,"State Representative - District No.  2","Legislative District 2","State",6891,"Hernandez, Daniel, Jr","DEM",19118,23683,23683,26435,27942,27942,28999,28999,4565,0,2752,1507,0,1057,0
1623,"State Representative - District No.  2","Legislative District 2","Pima",6891,"Hernandez, Daniel, Jr","DEM",14538,17390,17390,18860,20367,20367,21424,21424,2852,0,1470,1507,0,1057,0
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6891,"Hernandez, Daniel, Jr","DEM",4580,6293,6293,7575,7575,7575,7575,7575,1713,0,1282,0,0,0,0
1623,"State Representative - District No.  2","Legislative District 2","State",6993,"Sizer, Anthony","REP",14188,17979,17979,19321,20129,20129,20744,20744,3791,0,1342,808,0,615,0
1623,"State Representative - District No.  2","Legislative District 2","Pima",6993,"Sizer, Anthony","REP",12259,15255,15255,16125,16933,16933,17548,17548,2996,0,870,808,0,615,0
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6993,"Sizer, Anthony","REP",1929,2724,2724,3196,3196,3196,3196,3196,795,0,472,0,0,0,0
1624,"State Representative - District No.  3","Legislative District 3","State",7042,"Baker, Beryl","GRN",4944,6397,6397,7050,7549,7549,7968,7968,1453,0,653,499,0,419,0
1624,"State Representative - District No.  3","Legislative District 3","Pima",7042,"Baker, Beryl","GRN",4944,6397,6397,7050,7549,7549,7968,7968,1453,0,653,499,0,419,0
1624,"State Representative - District No.  3","Legislative District 3","State",6541,"Cano, Andres","DEM",18229,22255,22255,24766,27121,27121,29094,29094,4026,0,2511,2355,0,1973,0
1624,"State Representative - District No.  3","Legislative District 3","Pima",6541,"Cano, Andres","DEM",18229,22255,22255,24766,27121,27121,29094,29094,4026,0,2511,2355,0,1973,0
1624,"State Representative - District No.  3","Legislative District 3","State",6604,"Hernandez, Alma","DEM",19477,24264,24264,27000,29631,29631,31762,31762,4787,0,2736,2631,0,2131,0
1624,"State Representative - District No.  3","Legislative District 3","Pima",6604,"Hernandez, Alma","DEM",19477,24264,24264,27000,29631,29631,31762,31762,4787,0,2736,2631,0,2131,0
1625,"State Representative - District No.  4","Legislative District 4","State",6844,"Fernandez, Charlene","DEM",13518,19539,21410,23522,24543,24698,25018,25126,6021,1871,2112,1021,155,320,108
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6844,"Fernandez, Charlene","DEM",4218,5894,6734,7032,7699,7854,7890,7998,1676,840,298,667,155,36,108
1625,"State Representative - District No.  4","Legislative District 4","Pima",6844,"Fernandez, Charlene","DEM",2296,3391,3391,3703,4053,4053,4327,4327,1095,0,312,350,0,274,0
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6844,"Fernandez, Charlene","DEM",13,56,58,62,66,66,76,76,43,2,4,4,0,10,0
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6844,"Fernandez, Charlene","DEM",6991,10198,11227,12725,12725,12725,12725,12725,3207,1029,1498,0,0,0,0
1625,"State Representative - District No.  4","Legislative District 4","State",6534,"Peten, Geraldine ""Gerae""","DEM",9986,14277,15642,17097,17889,18022,18268,18354,4291,1365,1455,792,133,246,86
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6534,"Peten, Geraldine ""Gerae""","DEM",3807,5125,5826,6110,6664,6797,6830,6916,1318,701,284,554,133,33,86
1625,"State Representative - District No.  4","Legislative District 4","Pima",6534,"Peten, Geraldine ""Gerae""","DEM",1740,2430,2430,2656,2890,2890,3096,3096,690,0,226,234,0,206,0
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6534,"Peten, Geraldine ""Gerae""","DEM",10,31,33,36,40,40,47,47,21,2,3,4,0,7,0
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6534,"Peten, Geraldine ""Gerae""","DEM",4429,6691,7353,8295,8295,8295,8295,8295,2262,662,942,0,0,0,0
1625,"State Representative - District No.  4","Legislative District 4","State",6681,"Williams, Sara Mae","GRN",4222,6329,6785,7159,7565,7617,7710,7755,2107,456,374,406,52,93,45
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6681,"Williams, Sara Mae","GRN",1824,2499,2801,2905,3158,3210,3222,3267,675,302,104,253,52,12,45
1625,"State Representative - District No.  4","Legislative District 4","Pima",6681,"Williams, Sara Mae","GRN",849,1467,1467,1557,1709,1709,1786,1786,618,0,90,152,0,77,0
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6681,"Williams, Sara Mae","GRN",5,18,18,19,20,20,24,24,13,0,1,1,0,4,0
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6681,"Williams, Sara Mae","GRN",1544,2345,2499,2678,2678,2678,2678,2678,801,154,179,0,0,0,0
1626,"State Representative - District No.  5","Legislative District 5","State",6927,"Biasiucci, Leo","REP",21184,34265,34756,36738,38465,38465,38560,38871,13081,491,1982,1727,0,95,311
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6927,"Biasiucci, Leo","REP",21184,31856,32347,34329,36056,36056,36151,36462,10672,491,1982,1727,0,95,311
1626,"State Representative - District No.  5","Legislative District 5","State",6397,"Cobb, Regina","REP",25680,40905,41547,44016,46058,46058,46165,46527,15225,642,2469,2042,0,107,362
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6397,"Cobb, Regina","REP",25680,38329,38971,41440,43482,43482,43589,43951,12649,642,2469,2042,0,107,362
1626,"State Representative - District No.  5","Legislative District 5","State",6917,"McCord Robinson, Mary","DEM",10524,16057,16322,17376,18193,18193,18237,18376,5533,265,1054,817,0,44,139
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6917,"McCord Robinson, Mary","DEM",10524,14724,14989,16043,16860,16860,16904,17043,4200,265,1054,817,0,44,139
1627,"State Representative - District No.  6","Legislative District 6","State",6725,"Blackman, Walter ""Walt""","REP",30593,34845,40385,41067,42395,43870,44595,44871,4252,5540,682,1328,1475,725,276
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6725,"Blackman, Walter ""Walt""","REP",10325,11842,11842,12020,12020,13205,13930,14115,1517,0,178,0,1185,725,185
1627,"State Representative - District No.  6","Legislative District 6","Gila",6725,"Blackman, Walter ""Walt""","REP",6254,7512,8631,8734,8920,8920,8920,8920,1258,1119,103,186,0,0,0
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6725,"Blackman, Walter ""Walt""","REP",4445,5669,7315,7315,8199,8238,8238,8238,1224,1646,0,884,39,0,0
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6725,"Blackman, Walter ""Walt""","REP",9569,9822,12597,12998,13256,13507,13507,13598,253,2775,401,258,251,0,91
1627,"State Representative - District No.  6","Legislative District 6","State",6895,"French, Felicia","DEM",30536,33967,37227,38086,38573,41508,42617,43101,3431,3260,859,487,2935,1109,484
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6895,"French, Felicia","DEM",16879,19508,19508,19903,19903,22460,23569,23953,2629,0,395,0,2557,1109,384
1627,"State Representative - District No.  6","Legislative District 6","Gila",6895,"French, Felicia","DEM",2781,3176,3643,3687,3769,3769,3769,3769,395,467,44,82,0,0,0
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6895,"French, Felicia","DEM",1310,1583,1813,1813,1980,1991,1991,1991,273,230,0,167,11,0,0
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6895,"French, Felicia","DEM",9566,9700,12263,12683,12921,13288,13288,13388,134,2563,420,238,367,0,100
1627,"State Representative - District No.  6","Legislative District 6","State",6923,"Thorpe, Bob","REP",30327,34440,39635,40308,41472,42888,43647,43942,4113,5195,673,1164,1416,759,295
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6923,"Thorpe, Bob","REP",10679,12299,12299,12476,12476,13631,14390,14590,1620,0,177,0,1155,759,200
1627,"State Representative - District No.  6","Legislative District 6","Gila",6923,"Thorpe, Bob","REP",6141,7358,8451,8547,8725,8725,8725,8725,1217,1093,96,178,0,0,0
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6923,"Thorpe, Bob","REP",3969,4995,6381,6381,7112,7136,7136,7136,1026,1386,0,731,24,0,0
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6923,"Thorpe, Bob","REP",9538,9788,12504,12904,13159,13396,13396,13491,250,2716,400,255,237,0,95
1627,"State Representative - District No.  6","Legislative District 6","State",6504,"Tyler, Bobby","DEM",26639,29509,32091,32800,33212,35765,36737,37149,2870,2582,709,412,2553,972,412
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6504,"Tyler, Bobby","DEM",14992,17148,17148,17481,17481,19690,20662,21008,2156,0,333,0,2209,972,346
1627,"State Representative - District No.  6","Legislative District 6","Gila",6504,"Tyler, Bobby","DEM",2370,2680,3029,3064,3124,3124,3124,3124,310,349,35,60,0,0,0
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6504,"Tyler, Bobby","DEM",1180,1476,1701,1701,1857,1871,1871,1871,296,225,0,156,14,0,0
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6504,"Tyler, Bobby","DEM",8097,8205,10213,10554,10750,11080,11080,11146,108,2008,341,196,330,0,66
1628,"State Representative - District No.  7","Legislative District 7","State",6775,"Shamley, Doyel","REP",11816,18813,19482,21037,22047,22448,22541,22577,6997,669,1555,1010,401,93,36
1628,"State Representative - District No.  7","Legislative District 7","Apache",6775,"Shamley, Doyel","REP",3400,6544,6572,8073,8073,8104,8104,8104,3144,28,1501,0,31,0,0
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6775,"Shamley, Doyel","REP",2012,3071,3071,3121,3121,3416,3504,3540,1059,0,50,0,295,88,36
1628,"State Representative - District No.  7","Legislative District 7","Gila",6775,"Shamley, Doyel","REP",55,148,156,156,171,171,171,171,93,8,0,15,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Graham",6775,"Shamley, Doyel","REP",12,67,68,68,68,68,68,68,55,1,0,0,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6775,"Shamley, Doyel","REP",22,63,63,67,71,71,76,76,41,0,4,4,0,5,0
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6775,"Shamley, Doyel","REP",6315,8920,9552,9552,10543,10618,10618,10618,2605,632,0,991,75,0,0
1628,"State Representative - District No.  7","Legislative District 7","State",6869,"Teller, Arlando","DEM",9406,21380,23233,25361,26026,26490,26637,26670,11974,1853,2128,665,464,147,33
1628,"State Representative - District No.  7","Legislative District 7","Apache",6869,"Teller, Arlando","DEM",2647,8104,8247,10191,10191,10271,10271,10271,5457,143,1944,0,80,0,0
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6869,"Teller, Arlando","DEM",2452,5094,5094,5264,5264,5529,5672,5705,2642,0,170,0,265,143,33
1628,"State Representative - District No.  7","Legislative District 7","Gila",6869,"Teller, Arlando","DEM",90,374,392,398,437,437,437,437,284,18,6,39,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Graham",6869,"Teller, Arlando","DEM",66,381,394,394,394,394,394,394,315,13,0,0,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6869,"Teller, Arlando","DEM",26,86,86,94,101,101,105,105,60,0,8,7,0,4,0
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6869,"Teller, Arlando","DEM",4125,7341,9020,9020,9639,9758,9758,9758,3216,1679,0,619,119,0,0
1628,"State Representative - District No.  7","Legislative District 7","State",6593,"Tsosie, Myron","DEM",11376,27641,30207,32878,33720,34334,34502,34554,16265,2566,2671,842,614,168,52
1628,"State Representative - District No.  7","Legislative District 7","Apache",6593,"Tsosie, Myron","DEM",3300,10708,10874,13305,13305,13421,13421,13421,7408,166,2431,0,116,0,0
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6593,"Tsosie, Myron","DEM",2956,6512,6512,6735,6735,7053,7215,7267,3556,0,223,0,318,162,52
1628,"State Representative - District No.  7","Legislative District 7","Gila",6593,"Tsosie, Myron","DEM",156,739,766,777,868,868,868,868,583,27,11,91,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Graham",6593,"Tsosie, Myron","DEM",101,590,608,608,608,608,608,608,489,18,0,0,0,0,0
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6593,"Tsosie, Myron","DEM",31,127,128,134,143,143,149,149,96,1,6,9,0,6,0
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6593,"Tsosie, Myron","DEM",4832,8965,11319,11319,12061,12241,12241,12241,4133,2354,0,742,180,0,0
1629,"State Representative - District No.  8","Legislative District 8","State",6500,"Casillas, Carmen","DEM",8248,12626,14208,16277,17403,18900,20058,20058,4378,1582,2069,1126,1497,1158,0
1629,"State Representative - District No.  8","Legislative District 8","Gila",6500,"Casillas, Carmen","DEM",1564,1946,2198,2209,2276,2276,2276,2276,382,252,11,67,0,0,0
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6500,"Casillas, Carmen","DEM",6684,10680,12010,14068,15127,16624,17782,17782,3996,1330,2058,1059,1497,1158,0
1629,"State Representative - District No.  8","Legislative District 8","State",6609,"Cook, David","REP",12299,18409,20481,22833,24189,25890,27236,27236,6110,2072,2352,1356,1701,1346,0
1629,"State Representative - District No.  8","Legislative District 8","Gila",6609,"Cook, David","REP",2000,2590,2926,2941,3057,3057,3057,3057,590,336,15,116,0,0,0
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6609,"Cook, David","REP",10299,15819,17555,19892,21132,22833,24179,24179,5520,1736,2337,1240,1701,1346,0
1629,"State Representative - District No.  8","Legislative District 8","State",6376,"Gross, Linda C","DEM",7920,11774,13286,15218,16288,17623,18660,18660,3854,1512,1932,1070,1335,1037,0
1629,"State Representative - District No.  8","Legislative District 8","Gila",6376,"Gross, Linda C","DEM",1541,1908,2160,2172,2224,2224,2224,2224,367,252,12,52,0,0,0
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6376,"Gross, Linda C","DEM",6379,9866,11126,13046,14064,15399,16436,16436,3487,1260,1920,1018,1335,1037,0
1629,"State Representative - District No.  8","Legislative District 8","State",6621,"Shope, Thomas ""T.J.""","REP",12062,18234,20265,22629,23977,25682,27038,27038,6172,2031,2364,1348,1705,1356,0
1629,"State Representative - District No.  8","Legislative District 8","Gila",6621,"Shope, Thomas ""T.J.""","REP",1687,2173,2454,2462,2531,2531,2531,2531,486,281,8,69,0,0,0
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6621,"Shope, Thomas ""T.J.""","REP",10375,16061,17811,20167,21446,23151,24507,24507,5686,1750,2356,1279,1705,1356,0
1630,"State Representative - District No.  9","Legislative District 9","State",6481,"Friese, Randall ""Randy""","DEM",32416,38925,38925,42319,45426,45426,47363,47363,6509,0,3394,3107,0,1937,0
1630,"State Representative - District No.  9","Legislative District 9","Pima",6481,"Friese, Randall ""Randy""","DEM",32416,38925,38925,42319,45426,45426,47363,47363,6509,0,3394,3107,0,1937,0
1630,"State Representative - District No.  9","Legislative District 9","State",6371,"Henderson, Ana","REP",22164,29496,29496,31480,33656,33656,34827,34827,7332,0,1984,2176,0,1171,0
1630,"State Representative - District No.  9","Legislative District 9","Pima",6371,"Henderson, Ana","REP",22164,29496,29496,31480,33656,33656,34827,34827,7332,0,1984,2176,0,1171,0
1630,"State Representative - District No.  9","Legislative District 9","State",6444,"Powers Hannley, Pamela","DEM",31599,38129,38129,41521,44574,44574,46485,46485,6530,0,3392,3053,0,1911,0
1630,"State Representative - District No.  9","Legislative District 9","Pima",6444,"Powers Hannley, Pamela","DEM",31599,38129,38129,41521,44574,44574,46485,46485,6530,0,3392,3053,0,1911,0
1631,"State Representative - District No. 10","Legislative District 10","State",6335,"Clodfelter, Todd","REP",23420,31366,31366,33286,35380,35380,36726,36726,7946,0,1920,2094,0,1346,0
1631,"State Representative - District No. 10","Legislative District 10","Pima",6335,"Clodfelter, Todd","REP",23420,31366,31366,33286,35380,35380,36726,36726,7946,0,1920,2094,0,1346,0
1631,"State Representative - District No. 10","Legislative District 10","State",6611,"DeGrazia, Domingo","DEM",27470,33199,33199,35993,38675,38675,40490,40490,5729,0,2794,2682,0,1815,0
1631,"State Representative - District No. 10","Legislative District 10","Pima",6611,"DeGrazia, Domingo","DEM",27470,33199,33199,35993,38675,38675,40490,40490,5729,0,2794,2682,0,1815,0
1631,"State Representative - District No. 10","Legislative District 10","State",6825,"Engel, Kirsten","DEM",31399,38256,38256,41500,44555,44555,46608,46608,6857,0,3244,3055,0,2053,0
1631,"State Representative - District No. 10","Legislative District 10","Pima",6825,"Engel, Kirsten","DEM",31399,38256,38256,41500,44555,44555,46608,46608,6857,0,3244,3055,0,2053,0
1631,"State Representative - District No. 10","Legislative District 10","State",6986,"Reilly, Joshua","GRN",4927,6319,6319,6756,7167,7167,7473,7473,1392,0,437,411,0,306,0
1631,"State Representative - District No. 10","Legislative District 10","Pima",6986,"Reilly, Joshua","GRN",4927,6319,6319,6756,7167,7167,7473,7473,1392,0,437,411,0,306,0
1632,"State Representative - District No. 11","Legislative District 11","State",7003,"Finchem, Mark","REP",27362,36768,37978,40970,43240,44228,46454,46454,9406,1210,2992,2270,988,2226,0
1632,"State Representative - District No. 11","Legislative District 11","Pima",7003,"Finchem, Mark","REP",20199,26113,26113,27528,29149,29149,30385,30385,5914,0,1415,1621,0,1236,0
1632,"State Representative - District No. 11","Legislative District 11","Pinal",7003,"Finchem, Mark","REP",7163,10655,11865,13442,14091,15079,16069,16069,3492,1210,1577,649,988,990,0
1632,"State Representative - District No. 11","Legislative District 11","State",6470,"Lyon, Hollace","DEM",22397,27754,28789,31712,33651,34499,36303,36303,5357,1035,2923,1939,848,1804,0
1632,"State Representative - District No. 11","Legislative District 11","Pima",6470,"Lyon, Hollace","DEM",17450,20619,20619,22021,23374,23374,24322,24322,3169,0,1402,1353,0,948,0
1632,"State Representative - District No. 11","Legislative District 11","Pinal",6470,"Lyon, Hollace","DEM",4947,7135,8170,9691,10277,11125,11981,11981,2188,1035,1521,586,848,856,0
1632,"State Representative - District No. 11","Legislative District 11","State",7020,"Quiroz, Marcela","DEM",21134,26824,27773,30706,32574,33442,35349,35349,5690,949,2933,1868,868,1907,0
1632,"State Representative - District No. 11","Legislative District 11","Pima",7020,"Quiroz, Marcela","DEM",16623,19835,19835,21232,22560,22560,23479,23479,3212,0,1397,1328,0,919,0
1632,"State Representative - District No. 11","Legislative District 11","Pinal",7020,"Quiroz, Marcela","DEM",4511,6989,7938,9474,10014,10882,11870,11870,2478,949,1536,540,868,988,0
1632,"State Representative - District No. 11","Legislative District 11","State",6646,"Roberts, Bret","REP",27165,36669,37856,40937,43180,44211,46493,46493,9504,1187,3081,2243,1031,2282,0
1632,"State Representative - District No. 11","Legislative District 11","Pima",6646,"Roberts, Bret","REP",19928,25771,25771,27181,28758,28758,29961,29961,5843,0,1410,1577,0,1203,0
1632,"State Representative - District No. 11","Legislative District 11","Pinal",6646,"Roberts, Bret","REP",7237,10898,12085,13756,14422,15453,16532,16532,3661,1187,1671,666,1031,1079,0
1633,"State Representative - District No. 12","Legislative District 12","State",7074,"Bisaccia, Joe","DEM",18229,24374,28194,29765,32347,33710,34306,34664,6145,3820,1571,2582,1363,596,358
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",7074,"Bisaccia, Joe","DEM",18139,24249,28052,29567,32145,33461,34057,34415,6110,3803,1515,2578,1316,596,358
1633,"State Representative - District No. 12","Legislative District 12","Pinal",7074,"Bisaccia, Joe","DEM",90,125,142,198,202,249,249,249,35,17,56,4,47,0,0
1633,"State Representative - District No. 12","Legislative District 12","State",6514,"Grantham, Travis","REP",28759,39111,43947,45894,50737,53188,53967,54474,10352,4836,1947,4843,2451,779,507
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",6514,"Grantham, Travis","REP",28559,38801,43574,45411,50225,52580,53359,53866,10242,4773,1837,4814,2355,779,507
1633,"State Representative - District No. 12","Legislative District 12","Pinal",6514,"Grantham, Travis","REP",200,310,373,483,512,608,608,608,110,63,110,29,96,0,0
1633,"State Representative - District No. 12","Legislative District 12","State",6849,"Petersen, Warren","REP",28936,39398,44197,46131,50936,53379,54153,54663,10462,4799,1934,4805,2443,774,510
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",6849,"Petersen, Warren","REP",28738,39095,43831,45664,50440,52791,53565,54075,10357,4736,1833,4776,2351,774,510
1633,"State Representative - District No. 12","Legislative District 12","Pinal",6849,"Petersen, Warren","REP",198,303,366,467,496,588,588,588,105,63,101,29,92,0,0
1633,"State Representative - District No. 12","Legislative District 12","State",7053,"Robinson, Lynsey","DEM",18988,25765,29768,31419,34140,35578,36216,36598,6777,4003,1651,2721,1438,638,382
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",7053,"Robinson, Lynsey","DEM",18892,25630,29614,31207,33924,35323,35961,36343,6738,3984,1593,2717,1399,638,382
1633,"State Representative - District No. 12","Legislative District 12","Pinal",7053,"Robinson, Lynsey","DEM",96,135,154,212,216,255,255,255,39,19,58,4,39,0,0
1634,"State Representative - District No. 13","Legislative District 13","State",6270,"Dunn, Timothy ""Tim""","REP",28449,36204,39231,40991,42742,43186,43435,43755,7755,3027,1760,1751,444,249,320
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6270,"Dunn, Timothy ""Tim""","REP",17722,22330,24593,25579,27330,27774,28023,28343,4608,2263,986,1751,444,249,320
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6270,"Dunn, Timothy ""Tim""","REP",10727,13874,14638,15412,15412,15412,15412,15412,3147,764,774,0,0,0,0
1634,"State Representative - District No. 13","Legislative District 13","State",6530,"Osborne, Joanne","REP",26378,33521,36471,38006,39899,40358,40579,40928,7143,2950,1535,1893,459,221,349
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6530,"Osborne, Joanne","REP",18417,22846,25229,26218,28111,28570,28791,29140,4429,2383,989,1893,459,221,349
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6530,"Osborne, Joanne","REP",7961,10675,11242,11788,11788,11788,11788,11788,2714,567,546,0,0,0,0
1634,"State Representative - District No. 13","Legislative District 13","State",6248,"Tzitzura, Thomas","DEM",15814,20752,23061,24303,25794,26169,26300,26494,4938,2309,1242,1491,375,131,194
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6248,"Tzitzura, Thomas","DEM",11112,14520,16392,17212,18703,19078,19209,19403,3408,1872,820,1491,375,131,194
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6248,"Tzitzura, Thomas","DEM",4702,6232,6669,7091,7091,7091,7091,7091,1530,437,422,0,0,0,0
1635,"State Representative - District No. 14","Legislative District 14","State",6218,"Griffin, Gail","REP",30441,40662,41316,44018,44821,44821,45424,46216,10221,654,2702,803,0,603,792
1635,"State Representative - District No. 14","Legislative District 14","Cochise",6218,"Griffin, Gail","REP",16152,23210,23210,25213,25213,25213,25213,26005,7058,0,2003,0,0,0,792
1635,"State Representative - District No. 14","Legislative District 14","Graham",6218,"Griffin, Gail","REP",5532,6044,6698,6698,6698,6698,6698,6698,512,654,0,0,0,0,0
1635,"State Representative - District No. 14","Legislative District 14","Greenlee",6218,"Griffin, Gail","REP",1213,1394,1394,1394,1394,1394,1394,1394,181,0,0,0,0,0,0
1635,"State Representative - District No. 14","Legislative District 14","Pima",6218,"Griffin, Gail","REP",7544,10014,10014,10713,11516,11516,12119,12119,2470,0,699,803,0,603,0
