"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1107_eb","r1107","r1108","r1109","r1110","r1111","r1112","r1113","r1107_d","r1108_d","r1109_d","r1110_d","r1111_d","r1112_d","r1113_d"
1619,"Governor","Statewide","Yavapai",6987,"Garcia, David","DEM",23665,24760,29191,30305,30922,31843,31843,32058,1095,4431,1114,617,921,0,215
1619,"Governor","Statewide","Yuma",6987,"Garcia, David","DEM",10866,15298,16746,18741,18741,18741,18741,18741,4432,1448,1995,0,0,0,0
1619,"Governor","Statewide","State",6829,"Torres, Angel","GRN",24720,34346,38113,41304,43884,45129,46363,46875,9626,3767,3191,2580,1245,1234,512
1619,"Governor","Statewide","Apache",6829,"Torres, Angel","GRN",225,753,757,902,902,912,912,912,528,4,145,0,10,0,0
1619,"Governor","Statewide","Cochise",6829,"Torres, Angel","GRN",745,989,989,1126,1126,1126,1126,1201,244,0,137,0,0,0,75
1619,"Governor","Statewide","Coconino",6829,"Torres, Angel","GRN",771,1114,1114,1134,1134,1291,1361,1383,343,0,20,0,157,70,22
1619,"Governor","Statewide","Gila",6829,"Torres, Angel","GRN",285,375,434,444,467,467,467,467,90,59,10,23,0,0,0
1619,"Governor","Statewide","Graham",6829,"Torres, Angel","GRN",198,257,276,276,276,276,276,276,59,19,0,0,0,0,0
1619,"Governor","Statewide","Greenlee",6829,"Torres, Angel","GRN",73,80,80,80,80,80,80,80,7,0,0,0,0,0,0
1619,"Governor","Statewide","Maricopa",6829,"Torres, Angel","GRN",13507,18784,21716,23355,24883,25669,26088,26473,5277,2932,1639,1528,786,419,385
1619,"Governor","Statewide","Mohave",6829,"Torres, Angel","GRN",702,1070,1089,1212,1300,1300,1308,1324,368,19,123,88,0,8,16
1619,"Governor","Statewide","Navajo",6829,"Torres, Angel","GRN",475,774,946,946,1040,1055,1055,1055,299,172,0,94,15,0,0
1619,"Governor","Statewide","Pima",6829,"Torres, Angel","GRN",4798,6182,6182,6766,7430,7430,7921,7921,1384,0,584,664,0,491,0
1619,"Governor","Statewide","Pinal",6829,"Torres, Angel","GRN",912,1480,1647,1970,2104,2315,2561,2561,568,167,323,134,211,246,0
1619,"Governor","Statewide","Santa Cruz",6829,"Torres, Angel","GRN",180,224,224,261,261,261,261,261,44,0,37,0,0,0,0
1619,"Governor","Statewide","Yavapai",6829,"Torres, Angel","GRN",1392,1485,1806,1889,1938,2004,2004,2018,93,321,83,49,66,0,14
1619,"Governor","Statewide","Yuma",6829,"Torres, Angel","GRN",457,666,740,830,830,830,830,830,209,74,90,0,0,0,0
1652,"State Senator - District No.  1","Legislative District 1","State",7063,"Craycraft, Jo","DEM",23159,25841,29286,30969,31573,32298,32324,32644,2682,3445,1683,604,725,26,320
1652,"State Senator - District No.  1","Legislative District 1","Maricopa",7063,"Craycraft, Jo","DEM",5683,7278,8352,9227,9384,9432,9458,9638,1595,1074,875,157,48,26,180
1652,"State Senator - District No.  1","Legislative District 1","Yavapai",7063,"Craycraft, Jo","DEM",17476,18563,20934,21742,22189,22866,22866,23006,1087,2371,808,447,677,0,140
1652,"State Senator - District No.  1","Legislative District 1","State",6529,"Fann, Karen","REP",52802,59491,67629,71401,72976,74160,74206,74962,6689,8138,3772,1575,1184,46,756
1652,"State Senator - District No.  1","Legislative District 1","Maricopa",6529,"Fann, Karen","REP",11569,15585,17290,19301,19650,19749,19795,20172,4016,1705,2011,349,99,46,377
1652,"State Senator - District No.  1","Legislative District 1","Yavapai",6529,"Fann, Karen","REP",41233,43906,50339,52100,53326,54411,54411,54790,2673,6433,1761,1226,1085,0,379
1653,"State Senator - District No.  2","Legislative District 2","State",6567,"Dalessandro, Andrea","DEM",22518,28320,28320,31746,33550,33550,34815,34815,5802,0,3426,1804,0,1265,0
1653,"State Senator - District No.  2","Legislative District 2","Pima",6567,"Dalessandro, Andrea","DEM",17008,20585,20585,22336,24140,24140,25405,25405,3577,0,1751,1804,0,1265,0
1653,"State Senator - District No.  2","Legislative District 2","Santa Cruz",6567,"Dalessandro, Andrea","DEM",5510,7735,7735,9410,9410,9410,9410,9410,2225,0,1675,0,0,0,0
1653,"State Senator - District No.  2","Legislative District 2","State",6804,"Kais, Shelley","REP",16202,20637,20637,22252,23201,23201,23902,23902,4435,0,1615,949,0,701,0
1653,"State Senator - District No.  2","Legislative District 2","Pima",6804,"Kais, Shelley","REP",13885,17352,17352,18381,19330,19330,20031,20031,3467,0,1029,949,0,701,0
1653,"State Senator - District No.  2","Legislative District 2","Santa Cruz",6804,"Kais, Shelley","REP",2317,3285,3285,3871,3871,3871,3871,3871,968,0,586,0,0,0,0
1654,"State Senator - District No.  3","Legislative District 3","State",6243,"Gonzales, Sally Ann","DEM",25070,31550,31550,35179,38664,38664,41477,41477,6480,0,3629,3485,0,2813,0
1654,"State Senator - District No.  3","Legislative District 3","Pima",6243,"Gonzales, Sally Ann","DEM",25070,31550,31550,35179,38664,38664,41477,41477,6480,0,3629,3485,0,2813,0
1655,"State Senator - District No.  4","Legislative District 4","State",6655,"Otondo, Lisa","DEM",16581,24177,26446,29006,30330,30531,30968,31103,7596,2269,2560,1324,201,437,135
1655,"State Senator - District No.  4","Legislative District 4","Maricopa",6655,"Otondo, Lisa","DEM",5341,7560,8593,8978,9811,10012,10061,10196,2219,1033,385,833,201,49,135
1655,"State Senator - District No.  4","Legislative District 4","Pima",6655,"Otondo, Lisa","DEM",2939,4499,4499,4918,5405,5405,5780,5780,1560,0,419,487,0,375,0
1655,"State Senator - District No.  4","Legislative District 4","Pinal",6655,"Otondo, Lisa","DEM",16,73,75,80,84,84,97,97,57,2,5,4,0,13,0
1655,"State Senator - District No.  4","Legislative District 4","Yuma",6655,"Otondo, Lisa","DEM",8285,12045,13279,15030,15030,15030,15030,15030,3760,1234,1751,0,0,0,0
1656,"State Senator - District No.  5","Legislative District 5","State",6630,"Borrelli, Sonny","REP",30348,49184,49946,52862,55291,55291,55442,55930,18836,762,2916,2429,0,151,488
1656,"State Senator - District No.  5","Legislative District 5","Mohave",6630,"Borrelli, Sonny","REP",30348,46012,46774,49690,52119,52119,52270,52758,15664,762,2916,2429,0,151,488
1656,"State Senator - District No.  5","Legislative District 5","State",6462,"Morgaine, J'aime","DEM",10471,15991,16255,17311,18150,18150,18193,18338,5520,264,1056,839,0,43,145
1656,"State Senator - District No.  5","Legislative District 5","Mohave",6462,"Morgaine, J'aime","DEM",10471,14683,14947,16003,16842,16842,16885,17030,4212,264,1056,839,0,43,145
1657,"State Senator - District No.  6","Legislative District 6","State",6730,"Allen, Sylvia Tenney","REP",32696,37236,43030,43735,44990,46525,47323,47638,4540,5794,705,1255,1535,798,315
1657,"State Senator - District No.  6","Legislative District 6","Coconino",6730,"Allen, Sylvia Tenney","REP",11367,13106,13106,13289,13289,14508,15306,15510,1739,0,183,0,1219,798,204
1657,"State Senator - District No.  6","Legislative District 6","Gila",6730,"Allen, Sylvia Tenney","REP",6612,7985,9138,9245,9463,9463,9463,9463,1373,1153,107,218,0,0,0
1657,"State Senator - District No.  6","Legislative District 6","Navajo",6730,"Allen, Sylvia Tenney","REP",4297,5437,7008,7008,7773,7810,7810,7810,1140,1571,0,765,37,0,0
1657,"State Senator - District No.  6","Legislative District 6","Yavapai",6730,"Allen, Sylvia Tenney","REP",10420,10708,13778,14193,14465,14744,14744,14855,288,3070,415,272,279,0,111
1657,"State Senator - District No.  6","Legislative District 6","State",6961,"Carlisle, Wade","DEM",31882,35725,39329,40235,40883,43959,45133,45649,3843,3604,906,648,3076,1174,516
1657,"State Senator - District No.  6","Legislative District 6","Coconino",6961,"Carlisle, Wade","DEM",17517,20324,20324,20735,20735,23410,24584,24995,2807,0,411,0,2675,1174,411
1657,"State Senator - District No.  6","Legislative District 6","Gila",6961,"Carlisle, Wade","DEM",2898,3315,3817,3867,3956,3956,3956,3956,417,502,50,89,0,0,0
1657,"State Senator - District No.  6","Legislative District 6","Navajo",6961,"Carlisle, Wade","DEM",1817,2295,2713,2713,3023,3043,3043,3043,478,418,0,310,20,0,0
1657,"State Senator - District No.  6","Legislative District 6","Yavapai",6961,"Carlisle, Wade","DEM",9650,9791,12475,12920,13169,13550,13550,13655,141,2684,445,249,381,0,105
1658,"State Senator - District No.  7","Legislative District 7","State",7066,"Mealer, JL","REP",11214,17613,18222,19583,20518,20894,20978,21008,6399,609,1361,935,376,84,30
1658,"State Senator - District No.  7","Legislative District 7","Apache",7066,"Mealer, JL","REP",3184,5985,6005,7311,7311,7344,7344,7344,2801,20,1306,0,33,0,0
1658,"State Senator - District No.  7","Legislative District 7","Coconino",7066,"Mealer, JL","REP",1896,2824,2824,2875,2875,3142,3218,3248,928,0,51,0,267,76,30
1658,"State Senator - District No.  7","Legislative District 7","Gila",7066,"Mealer, JL","REP",46,126,130,130,144,144,144,144,80,4,0,14,0,0,0
1658,"State Senator - District No.  7","Legislative District 7","Graham",7066,"Mealer, JL","REP",13,74,75,75,75,75,75,75,61,1,0,0,0,0,0
1658,"State Senator - District No.  7","Legislative District 7","Mohave",7066,"Mealer, JL","REP",20,62,62,66,70,70,78,78,42,0,4,4,0,8,0
1658,"State Senator - District No.  7","Legislative District 7","Navajo",7066,"Mealer, JL","REP",6055,8542,9126,9126,10043,10119,10119,10119,2487,584,0,917,76,0,0
1658,"State Senator - District No.  7","Legislative District 7","State",6343,"Peshlakai, Jamescita","DEM",13700,34418,37659,40939,41926,42658,42879,42935,20718,3241,3280,987,732,221,56
1658,"State Senator - District No.  7","Legislative District 7","Apache",6343,"Peshlakai, Jamescita","DEM",4045,14011,14254,17239,17239,17388,17388,17388,9966,243,2985,0,149,0,0
1658,"State Senator - District No.  7","Legislative District 7","Coconino",6343,"Peshlakai, Jamescita","DEM",3527,7884,7884,8157,8157,8531,8744,8800,4357,0,273,0,374,213,56
1658,"State Senator - District No.  7","Legislative District 7","Gila",6343,"Peshlakai, Jamescita","DEM",168,816,845,857,955,955,955,955,648,29,12,98,0,0,0
1658,"State Senator - District No.  7","Legislative District 7","Graham",6343,"Peshlakai, Jamescita","DEM",111,727,750,750,750,750,750,750,616,23,0,0,0,0,0
1658,"State Senator - District No.  7","Legislative District 7","Mohave",6343,"Peshlakai, Jamescita","DEM",40,145,146,156,168,168,176,176,105,1,10,12,0,8,0
1658,"State Senator - District No.  7","Legislative District 7","Navajo",6343,"Peshlakai, Jamescita","DEM",5809,10835,13780,13780,14657,14866,14866,14866,5026,2945,0,877,209,0,0
1659,"State Senator - District No.  8","Legislative District 8","State",6348,"Girard, Sharon","DEM",9399,14569,16385,18752,20005,21714,23030,23030,5170,1816,2367,1253,1709,1316,0
1659,"State Senator - District No.  8","Legislative District 8","Gila",6348,"Girard, Sharon","DEM",1724,2132,2414,2429,2498,2498,2498,2498,408,282,15,69,0,0,0
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6348,"Girard, Sharon","DEM",7675,12437,13971,16323,17507,19216,20532,20532,4762,1534,2352,1184,1709,1316,0
1659,"State Senator - District No.  8","Legislative District 8","State",6226,"Pratt, Frank","REP",13080,20089,22272,24838,26358,28249,29737,29737,7009,2183,2566,1520,1891,1488,0
1659,"State Senator - District No.  8","Legislative District 8","Gila",6226,"Pratt, Frank","REP",1988,2593,2918,2931,3049,3049,3049,3049,605,325,13,118,0,0,0
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6226,"Pratt, Frank","REP",11092,17496,19354,21907,23309,25200,26688,26688,6404,1858,2553,1402,1891,1488,0
1660,"State Senator - District No.  9","Legislative District 9","State",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046,7064,0,1855,2046,0,1096,0
1660,"State Senator - District No.  9","Legislative District 9","Pima",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046,7064,0,1855,2046,0,1096,0
1660,"State Senator - District No.  9","Legislative District 9","State",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243,7980,0,4055,3782,0,2339,0
1660,"State Senator - District No.  9","Legislative District 9","Pima",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243,7980,0,4055,3782,0,2339,0
1661,"State Senator - District No. 10","Legislative District 10","State",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265,7421,0,3498,3335,0,2243,0
1661,"State Senator - District No. 10","Legislative District 10","Pima",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265,7421,0,3498,3335,0,2243,0
1661,"State Senator - District No. 10","Legislative District 10","State",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232,7705,0,1765,1980,0,1266,0
1661,"State Senator - District No. 10","Legislative District 10","Pima",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232,7705,0,1765,1980,0,1266,0
1662,"State Senator - District No. 11","Legislative District 11","State",6618,"Arif, Mohammad","GRN",495,700,718,809,879,926,985,985,205,18,91,70,47,59,0
1662,"State Senator - District No. 11","Legislative District 11","Pima",6618,"Arif, Mohammad","GRN",393,500,500,549,597,597,627,627,107,0,49,48,0,30,0
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6618,"Arif, Mohammad","GRN",102,200,218,260,282,329,358,358,98,18,42,22,47,29,0
1662,"State Senator - District No. 11","Legislative District 11","State",6931,"Atchue, Ralph","DEM",24386,31130,32285,35636,37820,38829,40987,40987,6744,1155,3351,2184,1009,2158,0
1662,"State Senator - District No. 11","Legislative District 11","Pima",6931,"Atchue, Ralph","DEM",18920,22705,22705,24303,25842,25842,26902,26902,3785,0,1598,1539,0,1060,0
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6931,"Atchue, Ralph","DEM",5466,8425,9580,11333,11978,12987,14085,14085,2959,1155,1753,645,1009,1098,0
1662,"State Senator - District No. 11","Legislative District 11","State",7060,"Leach, Venden ""Vince""","REP",29368,39960,41268,44623,47091,48196,50670,50670,10592,1308,3355,2468,1105,2474,0
1662,"State Senator - District No. 11","Legislative District 11","Pima",7060,"Leach, Venden ""Vince""","REP",21535,28021,28021,29576,31326,31326,32649,32649,6486,0,1555,1750,0,1323,0
1662,"State Senator - District No. 11","Legislative District 11","Pinal",7060,"Leach, Venden ""Vince""","REP",7833,11939,13247,15047,15765,16870,18021,18021,4106,1308,1800,718,1105,1151,0
1663,"State Senator - District No. 12","Legislative District 12","State",6785,"Brown, Elizabeth","DEM",20984,28645,33132,34992,38106,39774,40481,40895,7661,4487,1860,3114,1668,707,414
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",6785,"Brown, Elizabeth","DEM",20867,28483,32949,34738,37844,39457,40164,40578,7616,4466,1789,3106,1613,707,414
1663,"State Senator - District No. 12","Legislative District 12","Pinal",6785,"Brown, Elizabeth","DEM",117,162,183,254,262,317,317,317,45,21,71,8,55,0,0
1663,"State Senator - District No. 12","Legislative District 12","State",7044,"Farnsworth, Eddie","REP",29420,40734,45711,47694,52598,55069,55882,56403,11314,4977,1983,4904,2471,813,521
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",7044,"Farnsworth, Eddie","REP",29198,40394,45306,47177,52049,54420,55233,55754,11196,4912,1871,4872,2371,813,521
1663,"State Senator - District No. 12","Legislative District 12","Pinal",7044,"Farnsworth, Eddie","REP",222,340,405,517,549,649,649,649,118,65,112,32,100,0,0
1664,"State Senator - District No. 13","Legislative District 13","State",6339,"Harris, Michelle","DEM",16972,22113,24554,25851,27367,27760,27895,28107,5141,2441,1297,1516,393,135,212
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6339,"Harris, Michelle","DEM",11692,15216,17165,18008,19524,19917,20052,20264,3524,1949,843,1516,393,135,212
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6339,"Harris, Michelle","DEM",5280,6897,7389,7843,7843,7843,7843,7843,1617,492,454,0,0,0,0
1664,"State Senator - District No. 13","Legislative District 13","State",6788,"Kerr, Sine","REP",30472,38952,42256,44111,46122,46605,46869,47227,8480,3304,1855,2011,483,264,358
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6788,"Kerr, Sine","REP",19539,24947,27492,28589,30600,31083,31347,31705,5408,2545,1097,2011,483,264,358
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6788,"Kerr, Sine","REP",10933,14005,14764,15522,15522,15522,15522,15522,3072,759,758,0,0,0,0
1665,"State Senator - District No. 14","Legislative District 14","State",6712,"Alvarez, Jaime","DEM",21582,26414,26648,29138,29722,29722,30168,30874,4832,234,2490,584,0,446,706
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6712,"Alvarez, Jaime","DEM",12837,16099,16099,17939,17939,17939,17939,18645,3262,0,1840,0,0,0,706
1665,"State Senator - District No. 14","Legislative District 14","Graham",6712,"Alvarez, Jaime","DEM",2340,2503,2737,2737,2737,2737,2737,2737,163,234,0,0,0,0,0
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6712,"Alvarez, Jaime","DEM",1055,1161,1161,1161,1161,1161,1161,1161,106,0,0,0,0,0,0
1665,"State Senator - District No. 14","Legislative District 14","Pima",6712,"Alvarez, Jaime","DEM",5350,6651,6651,7301,7885,7885,8331,8331,1301,0,650,584,0,446,0
1665,"State Senator - District No. 14","Legislative District 14","State",6252,"Gowan, David","REP",31381,41673,42339,45195,46048,46048,46697,47463,10292,666,2856,853,0,649,766
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6252,"Gowan, David","REP",16519,23388,23388,25476,25476,25476,25476,26242,6869,0,2088,0,0,0,766
1665,"State Senator - District No. 14","Legislative District 14","Graham",6252,"Gowan, David","REP",5687,6257,6923,6923,6923,6923,6923,6923,570,666,0,0,0,0,0
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6252,"Gowan, David","REP",1201,1370,1370,1370,1370,1370,1370,1370,169,0,0,0,0,0,0
1665,"State Senator - District No. 14","Legislative District 14","Pima",6252,"Gowan, David","REP",7974,10658,10658,11426,12279,12279,12928,12928,2684,0,768,853,0,649,0
1666,"State Senator - District No. 15","Legislative District 15","State",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843,9720,4685,2743,2521,1655,765,721
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843,9720,4685,2743,2521,1655,765,721
1666,"State Senator - District No. 15","Legislative District 15","State",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971,5795,3790,1981,1594,945,535,511
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971,5795,3790,1981,1594,945,535,511
1667,"State Senator - District No. 16","Legislative District 16","State",6506,"Carmitchel, Benjamin ""Ben""","DEM",15728,20712,23906,26662,27931,28580,29807,30088,4984,3194,2756,1269,649,1227,281
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6506,"Carmitchel, Benjamin ""Ben""","DEM",11134,14185,16655,18189,19071,19454,19638,19919,3051,2470,1534,882,383,184,281
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6506,"Carmitchel, Benjamin ""Ben""","DEM",4594,6527,7251,8473,8860,9126,10169,10169,1933,724,1222,387,266,1043,0
1667,"State Senator - District No. 16","Legislative District 16","State",6256,"Farnsworth, David Christian","REP",25458,34786,38938,42769,44635,45847,47807,48200,9328,4152,3831,1866,1212,1960,393
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6256,"Farnsworth, David Christian","REP",17031,22106,25151,27253,28510,29181,29452,29845,5075,3045,2102,1257,671,271,393
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6256,"Farnsworth, David Christian","REP",8427,12680,13787,15516,16125,16666,18355,18355,4253,1107,1729,609,541,1689,0
1668,"State Senator - District No. 17","Legislative District 17","State",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111,8644,4062,2360,1808,1236,361,597
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111,8644,4062,2360,1808,1236,361,597
1668,"State Senator - District No. 17","Legislative District 17","State",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292,8016,4885,2750,2006,1181,467,572
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292,8016,4885,2750,2006,1181,467,572
1669,"State Senator - District No. 18","Legislative District 18","State",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625,9759,6185,2782,3388,1288,878,749
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625,9759,6185,2782,3388,1288,878,749
1669,"State Senator - District No. 18","Legislative District 18","State",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328,8322,3721,1910,2448,907,630,585
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328,8322,3721,1910,2448,907,630,585
1670,"State Senator - District No. 19","Legislative District 19","State",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240,6917,3073,1582,2325,1485,948,424
1670,"State Senator - District No. 19","Legislative District 19","Maricopa",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240,6917,3073,1582,2325,1485,948,424
1671,"State Senator - District No. 20","Legislative District 20","State",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372,6482,2724,1172,1829,1128,419,411
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372,6482,2724,1172,1829,1128,419,411
1671,"State Senator - District No. 20","Legislative District 20","State",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371,5732,2955,1302,1771,1156,396,389
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371,5732,2955,1302,1771,1156,396,389
1671,"State Senator - District No. 20","Legislative District 20","State",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730,983,478,229,329,226,76,60
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730,983,478,229,329,226,76,60
1672,"State Senator - District No. 21","Legislative District 21","State",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492,6443,2640,1385,1111,1294,395,458
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492,6443,2640,1385,1111,1294,395,458
1672,"State Senator - District No. 21","Legislative District 21","State",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260,5648,2960,1450,1127,1517,394,373
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260,5648,2960,1450,1127,1517,394,373
1673,"State Senator - District No. 22","Legislative District 22","State",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006,5403,3357,1325,1515,913,658,438
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006,5403,3357,1325,1515,913,658,438
1673,"State Senator - District No. 22","Legislative District 22","State",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821,10369,4603,1922,2587,1662,1234,805
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821,10369,4603,1922,2587,1662,1234,805
1674,"State Senator - District No. 23","Legislative District 23","State",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148,885,628,396,263,56,55,55
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148,885,628,396,263,56,55,55
1674,"State Senator - District No. 23","Legislative District 23","State",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005,7009,4359,2848,1661,465,422,428
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005,7009,4359,2848,1661,465,422,428
1674,"State Senator - District No. 23","Legislative District 23","State",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976,11489,5206,4389,2176,593,620,680
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976,11489,5206,4389,2176,593,620,680
1675,"State Senator - District No. 24","Legislative District 24","State",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051,3822,1575,1348,599,321,254,185
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051,3822,1575,1348,599,321,254,185
1675,"State Senator - District No. 24","Legislative District 24","State",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338,8614,5093,4734,1506,788,640,508
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338,8614,5093,4734,1506,788,640,508
1676,"State Senator - District No. 25","Legislative District 25","State",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199,5710,2988,2029,1200,666,550,431
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199,5710,2988,2029,1200,666,550,431
1676,"State Senator - District No. 25","Legislative District 25","State",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865,9038,4121,3243,2312,1200,904,841
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865,9038,4121,3243,2312,1200,904,841
1677,"State Senator - District No. 26","Legislative District 26","State",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016,6508,3948,1654,2577,911,747,311
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016,6508,3948,1654,2577,911,747,311
1677,"State Senator - District No. 26","Legislative District 26","State",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104,3509,1627,646,1050,503,355,190
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104,3509,1627,646,1050,503,355,190
1678,"State Senator - District No. 27","Legislative District 27","State",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650,7634,3987,5086,1415,379,505,516
1678,"State Senator - District No. 27","Legislative District 27","Maricopa",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650,7634,3987,5086,1415,379,505,516
1679,"State Senator - District No. 28","Legislative District 28","State",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467,7694,3991,2580,1976,872,439,592
