"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1106_eb","r1106","r1108","r1109","r1110","r1111","r1112","r1113","r1114","r1115","r1116","r1117","r1119"
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Pinal",6836,"Grijalva, Raúl","DEM",15,56,2,5,5,0,13,0,6,0,0,0,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Santa Cruz",6836,"Grijalva, Raúl","DEM",5281,2184,0,1641,0,0,0,0,0,3,0,0,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Yuma",6836,"Grijalva, Raúl","DEM",7749,3515,1224,1725,0,0,0,0,0,0,272,0,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","State",6519,"Pierson, Nicolas ""Nick""","REP",36556,12775,2542,3550,3151,490,1465,267,471,1537,660,1141,263
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Maricopa",6519,"Pierson, Nicolas ""Nick""","REP",13185,4528,1949,831,1734,490,237,267,470,358,519,717,263
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Pima",6519,"Pierson, Nicolas ""Nick""","REP",14931,5066,0,1478,1417,0,1228,0,0,1178,0,424,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Pinal",6519,"Pierson, Nicolas ""Nick""","REP",1,2,0,0,0,0,0,0,1,0,0,0,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Santa Cruz",6519,"Pierson, Nicolas ""Nick""","REP",2607,1055,0,651,0,0,0,0,0,1,0,0,0
1686,"U.S. Representative in Congress - District No. 3","Congressional District 3","Yuma",6519,"Pierson, Nicolas ""Nick""","REP",5832,2124,593,590,0,0,0,0,0,0,141,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","State",6220,"Brill, David","DEM",51757,15589,3588,4953,2689,1907,1785,400,1112,319,196,151,75
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Gila",6220,"Brill, David","DEM",2618,341,434,45,72,0,0,0,0,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Maricopa",6220,"Brill, David","DEM",3781,1031,548,236,371,59,104,57,102,87,95,151,75
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Mohave",6220,"Brill, David","DEM",10407,4162,264,1008,809,0,45,142,36,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Pinal",6220,"Brill, David","DEM",7788,3574,1293,2292,833,981,1636,0,974,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yavapai",6220,"Brill, David","DEM",23204,4100,744,1035,604,867,0,201,0,94,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yuma",6220,"Brill, David","DEM",3959,1120,305,337,0,0,0,0,0,0,101,0,0
