"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1107_eb","r1107","r1108","r1109","r1110","r1111","r1112","r1113"
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6775,"Shamley, Doyel","REP",6315,8920,9552,9552,10543,10618,10618,10618
1628,"State Representative - District No.  7","Legislative District 7","State",6869,"Teller, Arlando","DEM",9406,21380,23233,25361,26026,26490,26637,26670
1628,"State Representative - District No.  7","Legislative District 7","Apache",6869,"Teller, Arlando","DEM",2647,8104,8247,10191,10191,10271,10271,10271
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6869,"Teller, Arlando","DEM",2452,5094,5094,5264,5264,5529,5672,5705
1628,"State Representative - District No.  7","Legislative District 7","Gila",6869,"Teller, Arlando","DEM",90,374,392,398,437,437,437,437
1628,"State Representative - District No.  7","Legislative District 7","Graham",6869,"Teller, Arlando","DEM",66,381,394,394,394,394,394,394
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6869,"Teller, Arlando","DEM",26,86,86,94,101,101,105,105
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6869,"Teller, Arlando","DEM",4125,7341,9020,9020,9639,9758,9758,9758
1628,"State Representative - District No.  7","Legislative District 7","State",6593,"Tsosie, Myron","DEM",11376,27641,30207,32878,33720,34334,34502,34554
1628,"State Representative - District No.  7","Legislative District 7","Apache",6593,"Tsosie, Myron","DEM",3300,10708,10874,13305,13305,13421,13421,13421
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6593,"Tsosie, Myron","DEM",2956,6512,6512,6735,6735,7053,7215,7267
1628,"State Representative - District No.  7","Legislative District 7","Gila",6593,"Tsosie, Myron","DEM",156,739,766,777,868,868,868,868
1628,"State Representative - District No.  7","Legislative District 7","Graham",6593,"Tsosie, Myron","DEM",101,590,608,608,608,608,608,608
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6593,"Tsosie, Myron","DEM",31,127,128,134,143,143,149,149
1628,"State Representative - District No.  7","Legislative District 7","Navajo",6593,"Tsosie, Myron","DEM",4832,8965,11319,11319,12061,12241,12241,12241
1629,"State Representative - District No.  8","Legislative District 8","State",6500,"Casillas, Carmen","DEM",8248,12626,14208,16277,17403,18900,20058,20058
1629,"State Representative - District No.  8","Legislative District 8","Gila",6500,"Casillas, Carmen","DEM",1564,1946,2198,2209,2276,2276,2276,2276
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6500,"Casillas, Carmen","DEM",6684,10680,12010,14068,15127,16624,17782,17782
1629,"State Representative - District No.  8","Legislative District 8","State",6609,"Cook, David","REP",12299,18409,20481,22833,24189,25890,27236,27236
1629,"State Representative - District No.  8","Legislative District 8","Gila",6609,"Cook, David","REP",2000,2590,2926,2941,3057,3057,3057,3057
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6609,"Cook, David","REP",10299,15819,17555,19892,21132,22833,24179,24179
1629,"State Representative - District No.  8","Legislative District 8","State",6376,"Gross, Linda C","DEM",7920,11774,13286,15218,16288,17623,18660,18660
1629,"State Representative - District No.  8","Legislative District 8","Gila",6376,"Gross, Linda C","DEM",1541,1908,2160,2172,2224,2224,2224,2224
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6376,"Gross, Linda C","DEM",6379,9866,11126,13046,14064,15399,16436,16436
1629,"State Representative - District No.  8","Legislative District 8","State",6621,"Shope, Thomas ""T.J.""","REP",12062,18234,20265,22629,23977,25682,27038,27038
1629,"State Representative - District No.  8","Legislative District 8","Gila",6621,"Shope, Thomas ""T.J.""","REP",1687,2173,2454,2462,2531,2531,2531,2531
1629,"State Representative - District No.  8","Legislative District 8","Pinal",6621,"Shope, Thomas ""T.J.""","REP",10375,16061,17811,20167,21446,23151,24507,24507
1630,"State Representative - District No.  9","Legislative District 9","State",6481,"Friese, Randall ""Randy""","DEM",32416,38925,38925,42319,45426,45426,47363,47363
1630,"State Representative - District No.  9","Legislative District 9","Pima",6481,"Friese, Randall ""Randy""","DEM",32416,38925,38925,42319,45426,45426,47363,47363
1630,"State Representative - District No.  9","Legislative District 9","State",6371,"Henderson, Ana","REP",22164,29496,29496,31480,33656,33656,34827,34827
1630,"State Representative - District No.  9","Legislative District 9","Pima",6371,"Henderson, Ana","REP",22164,29496,29496,31480,33656,33656,34827,34827
1630,"State Representative - District No.  9","Legislative District 9","State",6444,"Powers Hannley, Pamela","DEM",31599,38129,38129,41521,44574,44574,46485,46485
1630,"State Representative - District No.  9","Legislative District 9","Pima",6444,"Powers Hannley, Pamela","DEM",31599,38129,38129,41521,44574,44574,46485,46485
1631,"State Representative - District No. 10","Legislative District 10","State",6335,"Clodfelter, Todd","REP",23420,31366,31366,33286,35380,35380,36726,36726
1631,"State Representative - District No. 10","Legislative District 10","Pima",6335,"Clodfelter, Todd","REP",23420,31366,31366,33286,35380,35380,36726,36726
1631,"State Representative - District No. 10","Legislative District 10","State",6611,"DeGrazia, Domingo","DEM",27470,33199,33199,35993,38675,38675,40490,40490
1631,"State Representative - District No. 10","Legislative District 10","Pima",6611,"DeGrazia, Domingo","DEM",27470,33199,33199,35993,38675,38675,40490,40490
1631,"State Representative - District No. 10","Legislative District 10","State",6825,"Engel, Kirsten","DEM",31399,38256,38256,41500,44555,44555,46608,46608
1631,"State Representative - District No. 10","Legislative District 10","Pima",6825,"Engel, Kirsten","DEM",31399,38256,38256,41500,44555,44555,46608,46608
1631,"State Representative - District No. 10","Legislative District 10","State",6986,"Reilly, Joshua","GRN",4927,6319,6319,6756,7167,7167,7473,7473
1631,"State Representative - District No. 10","Legislative District 10","Pima",6986,"Reilly, Joshua","GRN",4927,6319,6319,6756,7167,7167,7473,7473
1632,"State Representative - District No. 11","Legislative District 11","State",7003,"Finchem, Mark","REP",27362,36768,37978,40970,43240,44228,46454,46454
1632,"State Representative - District No. 11","Legislative District 11","Pima",7003,"Finchem, Mark","REP",20199,26113,26113,27528,29149,29149,30385,30385
1632,"State Representative - District No. 11","Legislative District 11","Pinal",7003,"Finchem, Mark","REP",7163,10655,11865,13442,14091,15079,16069,16069
1632,"State Representative - District No. 11","Legislative District 11","State",6470,"Lyon, Hollace","DEM",22397,27754,28789,31712,33651,34499,36303,36303
1632,"State Representative - District No. 11","Legislative District 11","Pima",6470,"Lyon, Hollace","DEM",17450,20619,20619,22021,23374,23374,24322,24322
1632,"State Representative - District No. 11","Legislative District 11","Pinal",6470,"Lyon, Hollace","DEM",4947,7135,8170,9691,10277,11125,11981,11981
1632,"State Representative - District No. 11","Legislative District 11","State",7020,"Quiroz, Marcela","DEM",21134,26824,27773,30706,32574,33442,35349,35349
1632,"State Representative - District No. 11","Legislative District 11","Pima",7020,"Quiroz, Marcela","DEM",16623,19835,19835,21232,22560,22560,23479,23479
1632,"State Representative - District No. 11","Legislative District 11","Pinal",7020,"Quiroz, Marcela","DEM",4511,6989,7938,9474,10014,10882,11870,11870
1632,"State Representative - District No. 11","Legislative District 11","State",6646,"Roberts, Bret","REP",27165,36669,37856,40937,43180,44211,46493,46493
1632,"State Representative - District No. 11","Legislative District 11","Pima",6646,"Roberts, Bret","REP",19928,25771,25771,27181,28758,28758,29961,29961
1632,"State Representative - District No. 11","Legislative District 11","Pinal",6646,"Roberts, Bret","REP",7237,10898,12085,13756,14422,15453,16532,16532
1633,"State Representative - District No. 12","Legislative District 12","State",7074,"Bisaccia, Joe","DEM",18229,24374,28194,29765,32347,33710,34306,34664
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",7074,"Bisaccia, Joe","DEM",18139,24249,28052,29567,32145,33461,34057,34415
1633,"State Representative - District No. 12","Legislative District 12","Pinal",7074,"Bisaccia, Joe","DEM",90,125,142,198,202,249,249,249
1633,"State Representative - District No. 12","Legislative District 12","State",6514,"Grantham, Travis","REP",28759,39111,43947,45894,50737,53188,53967,54474
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",6514,"Grantham, Travis","REP",28559,38801,43574,45411,50225,52580,53359,53866
1633,"State Representative - District No. 12","Legislative District 12","Pinal",6514,"Grantham, Travis","REP",200,310,373,483,512,608,608,608
1633,"State Representative - District No. 12","Legislative District 12","State",6849,"Petersen, Warren","REP",28936,39398,44197,46131,50936,53379,54153,54663
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",6849,"Petersen, Warren","REP",28738,39095,43831,45664,50440,52791,53565,54075
1633,"State Representative - District No. 12","Legislative District 12","Pinal",6849,"Petersen, Warren","REP",198,303,366,467,496,588,588,588
1633,"State Representative - District No. 12","Legislative District 12","State",7053,"Robinson, Lynsey","DEM",18988,25765,29768,31419,34140,35578,36216,36598
1633,"State Representative - District No. 12","Legislative District 12","Maricopa",7053,"Robinson, Lynsey","DEM",18892,25630,29614,31207,33924,35323,35961,36343
1633,"State Representative - District No. 12","Legislative District 12","Pinal",7053,"Robinson, Lynsey","DEM",96,135,154,212,216,255,255,255
1634,"State Representative - District No. 13","Legislative District 13","State",6270,"Dunn, Timothy ""Tim""","REP",28449,36204,39231,40991,42742,43186,43435,43755
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6270,"Dunn, Timothy ""Tim""","REP",17722,22330,24593,25579,27330,27774,28023,28343
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6270,"Dunn, Timothy ""Tim""","REP",10727,13874,14638,15412,15412,15412,15412,15412
1634,"State Representative - District No. 13","Legislative District 13","State",6530,"Osborne, Joanne","REP",26378,33521,36471,38006,39899,40358,40579,40928
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6530,"Osborne, Joanne","REP",18417,22846,25229,26218,28111,28570,28791,29140
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6530,"Osborne, Joanne","REP",7961,10675,11242,11788,11788,11788,11788,11788
1634,"State Representative - District No. 13","Legislative District 13","State",6248,"Tzitzura, Thomas","DEM",15814,20752,23061,24303,25794,26169,26300,26494
1634,"State Representative - District No. 13","Legislative District 13","Maricopa",6248,"Tzitzura, Thomas","DEM",11112,14520,16392,17212,18703,19078,19209,19403
1634,"State Representative - District No. 13","Legislative District 13","Yuma",6248,"Tzitzura, Thomas","DEM",4702,6232,6669,7091,7091,7091,7091,7091
1635,"State Representative - District No. 14","Legislative District 14","State",6218,"Griffin, Gail","REP",30441,40662,41316,44018,44821,44821,45424,46216
1635,"State Representative - District No. 14","Legislative District 14","Cochise",6218,"Griffin, Gail","REP",16152,23210,23210,25213,25213,25213,25213,26005
1635,"State Representative - District No. 14","Legislative District 14","Graham",6218,"Griffin, Gail","REP",5532,6044,6698,6698,6698,6698,6698,6698
1635,"State Representative - District No. 14","Legislative District 14","Greenlee",6218,"Griffin, Gail","REP",1213,1394,1394,1394,1394,1394,1394,1394
1635,"State Representative - District No. 14","Legislative District 14","Pima",6218,"Griffin, Gail","REP",7544,10014,10014,10713,11516,11516,12119,12119
1635,"State Representative - District No. 14","Legislative District 14","State",6323,"Karp, Bob","DEM",16917,20722,20862,22802,23258,23258,23606,24180
1635,"State Representative - District No. 14","Legislative District 14","Cochise",6323,"Karp, Bob","DEM",9985,12643,12643,14031,14031,14031,14031,14605
1635,"State Representative - District No. 14","Legislative District 14","Graham",6323,"Karp, Bob","DEM",1624,1716,1856,1856,1856,1856,1856,1856
1635,"State Representative - District No. 14","Legislative District 14","Greenlee",6323,"Karp, Bob","DEM",776,849,849,849,849,849,849,849
1635,"State Representative - District No. 14","Legislative District 14","Pima",6323,"Karp, Bob","DEM",4532,5514,5514,6066,6522,6522,6870,6870
1635,"State Representative - District No. 14","Legislative District 14","State",6382,"Nutt, Becky","REP",29879,40038,40679,43384,44193,44193,44810,45602
1635,"State Representative - District No. 14","Legislative District 14","Cochise",6382,"Nutt, Becky","REP",15736,22789,22789,24778,24778,24778,24778,25570
1635,"State Representative - District No. 14","Legislative District 14","Graham",6382,"Nutt, Becky","REP",5357,5856,6497,6497,6497,6497,6497,6497
1635,"State Representative - District No. 14","Legislative District 14","Greenlee",6382,"Nutt, Becky","REP",1273,1448,1448,1448,1448,1448,1448,1448
1635,"State Representative - District No. 14","Legislative District 14","Pima",6382,"Nutt, Becky","REP",7513,9945,9945,10661,11470,11470,12087,12087
1635,"State Representative - District No. 14","Legislative District 14","State",6942,"Renne-Leon, Shelley","DEM",17621,21689,21835,23814,24289,24289,24645,25251
1635,"State Representative - District No. 14","Legislative District 14","Cochise",6942,"Renne-Leon, Shelley","DEM",10488,13259,13259,14703,14703,14703,14703,15309
1635,"State Representative - District No. 14","Legislative District 14","Graham",6942,"Renne-Leon, Shelley","DEM",1741,1850,1996,1996,1996,1996,1996,1996
1635,"State Representative - District No. 14","Legislative District 14","Greenlee",6942,"Renne-Leon, Shelley","DEM",800,878,878,878,878,878,878,878
1635,"State Representative - District No. 14","Legislative District 14","Pima",6942,"Renne-Leon, Shelley","DEM",4592,5702,5702,6237,6712,6712,7068,7068
1636,"State Representative - District No. 15","Legislative District 15","State",6347,"Allen, John","REP",26141,34393,38288,40648,42766,44179,44842,45476
1636,"State Representative - District No. 15","Legislative District 15","Maricopa",6347,"Allen, John","REP",26141,34393,38288,40648,42766,44179,44842,45476
1636,"State Representative - District No. 15","Legislative District 15","State",6487,"Barto, Nancy","REP",27106,35572,39701,42166,44431,45931,46632,47291
1636,"State Representative - District No. 15","Legislative District 15","Maricopa",6487,"Barto, Nancy","REP",27106,35572,39701,42166,44431,45931,46632,47291
1636,"State Representative - District No. 15","Legislative District 15","State",6285,"Gunnigle, Julie","DEM",19803,25072,28822,30771,32394,33356,33870,34373
1636,"State Representative - District No. 15","Legislative District 15","Maricopa",6285,"Gunnigle, Julie","DEM",19803,25072,28822,30771,32394,33356,33870,34373
1636,"State Representative - District No. 15","Legislative District 15","State",6822,"Samuels, Jennifer","DEM",20337,25894,29741,31776,33445,34440,34996,35527
1636,"State Representative - District No. 15","Legislative District 15","Maricopa",6822,"Samuels, Jennifer","DEM",20337,25894,29741,31776,33445,34440,34996,35527
1637,"State Representative - District No. 16","Legislative District 16","State",6975,"Fillmore, John","REP",23297,31138,34917,38343,40036,41128,42854,43223
1637,"State Representative - District No. 16","Legislative District 16","Maricopa",6975,"Fillmore, John","REP",15885,20274,23059,24984,26160,26789,27042,27411
1637,"State Representative - District No. 16","Legislative District 16","Pinal",6975,"Fillmore, John","REP",7412,10864,11858,13359,13876,14339,15812,15812
1637,"State Representative - District No. 16","Legislative District 16","State",6894,"Grayson, Richard","GRN",5871,7519,8650,9641,10097,10320,10752,10860
1637,"State Representative - District No. 16","Legislative District 16","Maricopa",6894,"Grayson, Richard","GRN",4341,5368,6262,6829,7165,7302,7370,7478
1637,"State Representative - District No. 16","Legislative District 16","Pinal",6894,"Grayson, Richard","GRN",1530,2151,2388,2812,2932,3018,3382,3382
1637,"State Representative - District No. 16","Legislative District 16","State",6408,"Stinard, Sharon","DEM",15668,20578,23704,26456,27713,28355,29559,29839
1637,"State Representative - District No. 16","Legislative District 16","Maricopa",6408,"Stinard, Sharon","DEM",10982,13965,16381,17897,18763,19136,19313,19593
1637,"State Representative - District No. 16","Legislative District 16","Pinal",6408,"Stinard, Sharon","DEM",4686,6613,7323,8559,8950,9219,10246,10246
1637,"State Representative - District No. 16","Legislative District 16","State",6277,"Townsend, Kelly","REP",24962,33592,37627,41350,43163,44318,46208,46604
1637,"State Representative - District No. 16","Legislative District 16","Maricopa",6277,"Townsend, Kelly","REP",16942,21755,24752,26823,28065,28713,28980,29376
1637,"State Representative - District No. 16","Legislative District 16","Pinal",6277,"Townsend, Kelly","REP",8020,11837,12875,14527,15098,15605,17228,17228
1638,"State Representative - District No. 17","Legislative District 17","State",6752,"Ellen, Nora","REP",23080,30325,34004,36157,37831,38982,39313,39892
1638,"State Representative - District No. 17","Legislative District 17","Maricopa",6752,"Ellen, Nora","REP",23080,30325,34004,36157,37831,38982,39313,39892
1638,"State Representative - District No. 17","Legislative District 17","State",6233,"Pawlik, Jennifer","DEM",22636,30759,35767,38557,40610,41795,42267,42843
1638,"State Representative - District No. 17","Legislative District 17","Maricopa",6233,"Pawlik, Jennifer","DEM",22636,30759,35767,38557,40610,41795,42267,42843
1638,"State Representative - District No. 17","Legislative District 17","State",6478,"Weninger, Jeff","REP",24707,32535,36504,38836,40614,41811,42167,42748
1638,"State Representative - District No. 17","Legislative District 17","Maricopa",6478,"Weninger, Jeff","REP",24707,32535,36504,38836,40614,41811,42167,42748
1639,"State Representative - District No. 18","Legislative District 18","State",6562,"Epstein, Denise ""Mitzi""","DEM",26113,34593,40260,42792,45928,47084,47900,48605
1639,"State Representative - District No. 18","Legislative District 18","Maricopa",6562,"Epstein, Denise ""Mitzi""","DEM",26113,34593,40260,42792,45928,47084,47900,48605
1639,"State Representative - District No. 18","Legislative District 18","State",6695,"Jermaine, Jennifer","DEM",24673,33010,38278,40697,43554,44645,45394,46024
1639,"State Representative - District No. 18","Legislative District 18","Maricopa",6695,"Jermaine, Jennifer","DEM",24673,33010,38278,40697,43554,44645,45394,46024
1639,"State Representative - District No. 18","Legislative District 18","State",6845,"Norgaard, Jill","REP",22232,30162,34139,36107,38695,39667,40317,40920
1639,"State Representative - District No. 18","Legislative District 18","Maricopa",6845,"Norgaard, Jill","REP",22232,30162,34139,36107,38695,39667,40317,40920
1639,"State Representative - District No. 18","Legislative District 18","State",6556,"Patterson, Greg","REP",20072,27343,30742,32458,34645,35472,36035,36585
1639,"State Representative - District No. 18","Legislative District 18","Maricopa",6556,"Patterson, Greg","REP",20072,27343,30742,32458,34645,35472,36035,36585
1640,"State Representative - District No. 19","Legislative District 19","State",6979,"Espinoza, Diego","DEM",10311,15570,18075,19396,21258,22440,23209,23538
1640,"State Representative - District No. 19","Legislative District 19","Maricopa",6979,"Espinoza, Diego","DEM",10311,15570,18075,19396,21258,22440,23209,23538
1640,"State Representative - District No. 19","Legislative District 19","State",6651,"Sierra, Lorenzo","DEM",9356,13700,15958,17109,18733,19793,20478,20782
1640,"State Representative - District No. 19","Legislative District 19","Maricopa",6651,"Sierra, Lorenzo","DEM",9356,13700,15958,17109,18733,19793,20478,20782
1641,"State Representative - District No. 20","Legislative District 20","State",7017,"Bolick, Shawnna","REP",17539,23548,26227,27375,29186,30295,30712,31105
1641,"State Representative - District No. 20","Legislative District 20","Maricopa",7017,"Bolick, Shawnna","REP",17539,23548,26227,27375,29186,30295,30712,31105
1641,"State Representative - District No. 20","Legislative District 20","State",6547,"Chandler, Hazel","DEM",15662,20979,23944,25260,27050,28222,28608,29003
1641,"State Representative - District No. 20","Legislative District 20","Maricopa",6547,"Chandler, Hazel","DEM",15662,20979,23944,25260,27050,28222,28608,29003
1641,"State Representative - District No. 20","Legislative District 20","State",6793,"Gilfillan, Christopher ""Chris""","DEM",15290,20318,23177,24438,26131,27273,27660,28050
1641,"State Representative - District No. 20","Legislative District 20","Maricopa",6793,"Gilfillan, Christopher ""Chris""","DEM",15290,20318,23177,24438,26131,27273,27660,28050
1641,"State Representative - District No. 20","Legislative District 20","State",6580,"Kern, Anthony","REP",17807,23987,26639,27775,29558,30656,31070,31483
1641,"State Representative - District No. 20","Legislative District 20","Maricopa",6580,"Kern, Anthony","REP",17807,23987,26639,27775,29558,30656,31070,31483
1642,"State Representative - District No. 21","Legislative District 21","State",6717,"Hughes, Bradley","DEM",17828,22218,24740,25954,26881,28124,28445,28775
1642,"State Representative - District No. 21","Legislative District 21","Maricopa",6717,"Hughes, Bradley","DEM",17828,22218,24740,25954,26881,28124,28445,28775
1642,"State Representative - District No. 21","Legislative District 21","State",6913,"Payne, Kevin","REP",24299,30645,33304,34704,35840,37187,37576,38047
1642,"State Representative - District No. 21","Legislative District 21","Maricopa",6913,"Payne, Kevin","REP",24299,30645,33304,34704,35840,37187,37576,38047
1642,"State Representative - District No. 21","Legislative District 21","State",6607,"Rivero, Tony","REP",22940,28916,31478,32843,33913,35228,35606,36034
1642,"State Representative - District No. 21","Legislative District 21","Maricopa",6607,"Rivero, Tony","REP",22940,28916,31478,32843,33913,35228,35606,36034
1642,"State Representative - District No. 21","Legislative District 21","State",6591,"Romero, Gilbert","DEM",17622,22409,24915,26190,27173,28452,28791,29117
1642,"State Representative - District No. 21","Legislative District 21","Maricopa",6591,"Romero, Gilbert","DEM",17622,22409,24915,26190,27173,28452,28791,29117
1643,"State Representative - District No. 22","Legislative District 22","State",6664,"Carroll, Frank","REP",39335,48547,52709,54441,56791,58300,59404,60162
1643,"State Representative - District No. 22","Legislative District 22","Maricopa",6664,"Carroll, Frank","REP",39335,48547,52709,54441,56791,58300,59404,60162
1643,"State Representative - District No. 22","Legislative District 22","State",6626,"Harris, Valerie","DEM",23095,27665,30729,31961,33304,34147,34710,35123
1643,"State Representative - District No. 22","Legislative District 22","Maricopa",6626,"Harris, Valerie","DEM",23095,27665,30729,31961,33304,34147,34710,35123
1643,"State Representative - District No. 22","Legislative District 22","State",6691,"Sarmiento, Teri","DEM",23594,28417,31558,32762,34169,35050,35684,36093
1643,"State Representative - District No. 22","Legislative District 22","Maricopa",6691,"Sarmiento, Teri","DEM",23594,28417,31558,32762,34169,35050,35684,36093
1643,"State Representative - District No. 22","Legislative District 22","State",6383,"Toma, Ben","REP",39641,48830,53101,54875,57270,58818,59984,60724
1643,"State Representative - District No. 22","Legislative District 22","Maricopa",6383,"Toma, Ben","REP",39641,48830,53101,54875,57270,58818,59984,60724
1644,"State Representative - District No. 23","Legislative District 23","State",6279,"Kavanagh, John","REP",35475,45612,50425,54432,56471,57026,57601,58210
1644,"State Representative - District No. 23","Legislative District 23","Maricopa",6279,"Kavanagh, John","REP",35475,45612,50425,54432,56471,57026,57601,58210
1644,"State Representative - District No. 23","Legislative District 23","State",6293,"Kurland, Eric","DEM",28115,36047,41168,44499,46504,47058,47557,48047
1644,"State Representative - District No. 23","Legislative District 23","Maricopa",6293,"Kurland, Eric","DEM",28115,36047,41168,44499,46504,47058,47557,48047
1644,"State Representative - District No. 23","Legislative District 23","State",6227,"Lawrence, Jay","REP",32702,41460,45837,49528,51340,51833,52323,52908
1644,"State Representative - District No. 23","Legislative District 23","Maricopa",6227,"Lawrence, Jay","REP",32702,41460,45837,49528,51340,51833,52323,52908
1645,"State Representative - District No. 24","Legislative District 24","State",6353,"Alger, David, SR","REP",9053,12843,14438,15761,16347,16664,16910,17117
1645,"State Representative - District No. 24","Legislative District 24","Maricopa",6353,"Alger, David, SR","REP",9053,12843,14438,15761,16347,16664,16910,17117
1645,"State Representative - District No. 24","Legislative District 24","State",6259,"Longdon, Jennifer","DEM",18318,25162,29462,33443,34712,35402,35950,36370
1645,"State Representative - District No. 24","Legislative District 24","Maricopa",6259,"Longdon, Jennifer","DEM",18318,25162,29462,33443,34712,35402,35950,36370
1645,"State Representative - District No. 24","Legislative District 24","State",6235,"Shah, Amish","DEM",18359,24505,28724,32650,33903,34539,35031,35451
1645,"State Representative - District No. 24","Legislative District 24","Maricopa",6235,"Shah, Amish","DEM",18359,24505,28724,32650,33903,34539,35031,35451
1646,"State Representative - District No. 25","Legislative District 25","State",6320,"Bowers, Russell W. ""Rusty""","REP",23051,30712,34475,37394,39542,40606,41445,42217
1646,"State Representative - District No. 25","Legislative District 25","Maricopa",6320,"Bowers, Russell W. ""Rusty""","REP",23051,30712,34475,37394,39542,40606,41445,42217
1646,"State Representative - District No. 25","Legislative District 25","State",6401,"Martin, Johnny","DEM",15249,20770,23648,25641,26850,27503,28041,28457
1646,"State Representative - District No. 25","Legislative District 25","Maricopa",6401,"Martin, Johnny","DEM",15249,20770,23648,25641,26850,27503,28041,28457
1646,"State Representative - District No. 25","Legislative District 25","State",7002,"Udall, Michelle","REP",25571,33999,38251,41519,43816,45035,45938,46783
1646,"State Representative - District No. 25","Legislative District 25","Maricopa",7002,"Udall, Michelle","REP",25571,33999,38251,41519,43816,45035,45938,46783
1647,"State Representative - District No. 26","Legislative District 26","State",6938,"Blanc, Isela","DEM",11032,16139,19486,20911,23161,23951,24593,24868
1647,"State Representative - District No. 26","Legislative District 26","Maricopa",6938,"Blanc, Isela","DEM",11032,16139,19486,20911,23161,23951,24593,24868
1647,"State Representative - District No. 26","Legislative District 26","State",6772,"Salman, Athena","DEM",11662,16958,20570,22076,24389,25210,25868,26154
1647,"State Representative - District No. 26","Legislative District 26","Maricopa",6772,"Salman, Athena","DEM",11662,16958,20570,22076,24389,25210,25868,26154
1647,"State Representative - District No. 26","Legislative District 26","State",6887,"Speakman, Raymond D","REP",7011,10457,12065,12697,13730,14219,14564,14749
1647,"State Representative - District No. 26","Legislative District 26","Maricopa",6887,"Speakman, Raymond D","REP",7011,10457,12065,12697,13730,14219,14564,14749
1648,"State Representative - District No. 27","Legislative District 27","State",6862,"Bolding, Reginald","DEM",12246,16854,19796,23319,24328,24588,24928,25296
1648,"State Representative - District No. 27","Legislative District 27","Maricopa",6862,"Bolding, Reginald","DEM",12246,16854,19796,23319,24328,24588,24928,25296
1648,"State Representative - District No. 27","Legislative District 27","State",6497,"Rodriguez, Diego","DEM",12624,18578,21776,25824,26945,27248,27654,28062
1648,"State Representative - District No. 27","Legislative District 27","Maricopa",6497,"Rodriguez, Diego","DEM",12624,18578,21776,25824,26945,27248,27654,28062
1649,"State Representative - District No. 28","Legislative District 28","State",6713,"Butler, Kelli","DEM",25525,32232,36983,39881,41850,42685,43205,43819
1649,"State Representative - District No. 28","Legislative District 28","Maricopa",6713,"Butler, Kelli","DEM",25525,32232,36983,39881,41850,42685,43205,43819
1649,"State Representative - District No. 28","Legislative District 28","State",6878,"Lieberman, Aaron","DEM",23278,29109,33329,35893,37659,38413,38866,39427
1649,"State Representative - District No. 28","Legislative District 28","Maricopa",6878,"Lieberman, Aaron","DEM",23278,29109,33329,35893,37659,38413,38866,39427
1649,"State Representative - District No. 28","Legislative District 28","State",6743,"Pappas Petsas, Kathy","REP",21606,28093,31389,33488,35185,35936,36308,36834
1649,"State Representative - District No. 28","Legislative District 28","Maricopa",6743,"Pappas Petsas, Kathy","REP",21606,28093,31389,33488,35185,35936,36308,36834
1649,"State Representative - District No. 28","Legislative District 28","State",6690,"Syms, Maria","REP",21979,28523,31888,34031,35801,36575,36989,37512
1649,"State Representative - District No. 28","Legislative District 28","Maricopa",6690,"Syms, Maria","REP",21979,28523,31888,34031,35801,36575,36989,37512
1650,"State Representative - District No. 29","Legislative District 29","State",6967,"Andrade, Richard","DEM",8298,11785,13606,14582,15885,16706,17092,17321
1650,"State Representative - District No. 29","Legislative District 29","Maricopa",6967,"Andrade, Richard","DEM",8298,11785,13606,14582,15885,16706,17092,17321
1650,"State Representative - District No. 29","Legislative District 29","State",6839,"Chavez, Cesar","DEM",9426,14399,16552,17723,19398,20418,20940,21205
1650,"State Representative - District No. 29","Legislative District 29","Maricopa",6839,"Chavez, Cesar","DEM",9426,14399,16552,17723,19398,20418,20940,21205
1651,"State Representative - District No. 30","Legislative District 30","State",6472,"Meza, Robert","DEM",8723,12261,14047,15760,16392,17371,17536,17764
1651,"State Representative - District No. 30","Legislative District 30","Maricopa",6472,"Meza, Robert","DEM",8723,12261,14047,15760,16392,17371,17536,17764
1651,"State Representative - District No. 30","Legislative District 30","State",6953,"Spears, Gary","REP",6257,8634,9534,10221,10554,11049,11102,11210
1651,"State Representative - District No. 30","Legislative District 30","Maricopa",6953,"Spears, Gary","REP",6257,8634,9534,10221,10554,11049,11102,11210
1651,"State Representative - District No. 30","Legislative District 30","State",6456,"Terán, Raquel","DEM",8951,12639,14619,16544,17266,18262,18454,18698
1651,"State Representative - District No. 30","Legislative District 30","Maricopa",6456,"Terán, Raquel","DEM",8951,12639,14619,16544,17266,18262,18454,18698
1620,"Secretary of State","Statewide","State",6579,"Gaynor, Steve","REP",645366,856203,930178,987385,1035375,1058283,1077543,1087747
1620,"Secretary of State","Statewide","Apache",6579,"Gaynor, Steve","REP",3272,6392,6422,7842,7842,7879,7879,7879
