"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1107_eb","r1107","r1108","r1109","r1110","r1111","r1112","r1113"
1657,"State Senator - District No.  6","Legislative District 6","Coconino",6961,"Carlisle, Wade","DEM",17517,20324,20324,20735,20735,23410,24584,24995
1657,"State Senator - District No.  6","Legislative District 6","Gila",6961,"Carlisle, Wade","DEM",2898,3315,3817,3867,3956,3956,3956,3956
1657,"State Senator - District No.  6","Legislative District 6","Navajo",6961,"Carlisle, Wade","DEM",1817,2295,2713,2713,3023,3043,3043,3043
1657,"State Senator - District No.  6","Legislative District 6","Yavapai",6961,"Carlisle, Wade","DEM",9650,9791,12475,12920,13169,13550,13550,13655
1658,"State Senator - District No.  7","Legislative District 7","State",7066,"Mealer, JL","REP",11214,17613,18222,19583,20518,20894,20978,21008
1658,"State Senator - District No.  7","Legislative District 7","Apache",7066,"Mealer, JL","REP",3184,5985,6005,7311,7311,7344,7344,7344
1658,"State Senator - District No.  7","Legislative District 7","Coconino",7066,"Mealer, JL","REP",1896,2824,2824,2875,2875,3142,3218,3248
1658,"State Senator - District No.  7","Legislative District 7","Gila",7066,"Mealer, JL","REP",46,126,130,130,144,144,144,144
1658,"State Senator - District No.  7","Legislative District 7","Graham",7066,"Mealer, JL","REP",13,74,75,75,75,75,75,75
1658,"State Senator - District No.  7","Legislative District 7","Mohave",7066,"Mealer, JL","REP",20,62,62,66,70,70,78,78
1658,"State Senator - District No.  7","Legislative District 7","Navajo",7066,"Mealer, JL","REP",6055,8542,9126,9126,10043,10119,10119,10119
1658,"State Senator - District No.  7","Legislative District 7","State",6343,"Peshlakai, Jamescita","DEM",13700,34418,37659,40939,41926,42658,42879,42935
1658,"State Senator - District No.  7","Legislative District 7","Apache",6343,"Peshlakai, Jamescita","DEM",4045,14011,14254,17239,17239,17388,17388,17388
1658,"State Senator - District No.  7","Legislative District 7","Coconino",6343,"Peshlakai, Jamescita","DEM",3527,7884,7884,8157,8157,8531,8744,8800
1658,"State Senator - District No.  7","Legislative District 7","Gila",6343,"Peshlakai, Jamescita","DEM",168,816,845,857,955,955,955,955
1658,"State Senator - District No.  7","Legislative District 7","Graham",6343,"Peshlakai, Jamescita","DEM",111,727,750,750,750,750,750,750
1658,"State Senator - District No.  7","Legislative District 7","Mohave",6343,"Peshlakai, Jamescita","DEM",40,145,146,156,168,168,176,176
1658,"State Senator - District No.  7","Legislative District 7","Navajo",6343,"Peshlakai, Jamescita","DEM",5809,10835,13780,13780,14657,14866,14866,14866
1659,"State Senator - District No.  8","Legislative District 8","State",6348,"Girard, Sharon","DEM",9399,14569,16385,18752,20005,21714,23030,23030
1659,"State Senator - District No.  8","Legislative District 8","Gila",6348,"Girard, Sharon","DEM",1724,2132,2414,2429,2498,2498,2498,2498
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6348,"Girard, Sharon","DEM",7675,12437,13971,16323,17507,19216,20532,20532
1659,"State Senator - District No.  8","Legislative District 8","State",6226,"Pratt, Frank","REP",13080,20089,22272,24838,26358,28249,29737,29737
1659,"State Senator - District No.  8","Legislative District 8","Gila",6226,"Pratt, Frank","REP",1988,2593,2918,2931,3049,3049,3049,3049
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6226,"Pratt, Frank","REP",11092,17496,19354,21907,23309,25200,26688,26688
1660,"State Senator - District No.  9","Legislative District 9","State",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046
1660,"State Senator - District No.  9","Legislative District 9","Pima",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046
1660,"State Senator - District No.  9","Legislative District 9","State",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243
1660,"State Senator - District No.  9","Legislative District 9","Pima",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243
1661,"State Senator - District No. 10","Legislative District 10","State",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265
1661,"State Senator - District No. 10","Legislative District 10","Pima",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265
1661,"State Senator - District No. 10","Legislative District 10","State",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232
1661,"State Senator - District No. 10","Legislative District 10","Pima",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232
1662,"State Senator - District No. 11","Legislative District 11","State",6618,"Arif, Mohammad","GRN",495,700,718,809,879,926,985,985
1662,"State Senator - District No. 11","Legislative District 11","Pima",6618,"Arif, Mohammad","GRN",393,500,500,549,597,597,627,627
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6618,"Arif, Mohammad","GRN",102,200,218,260,282,329,358,358
1662,"State Senator - District No. 11","Legislative District 11","State",6931,"Atchue, Ralph","DEM",24386,31130,32285,35636,37820,38829,40987,40987
1662,"State Senator - District No. 11","Legislative District 11","Pima",6931,"Atchue, Ralph","DEM",18920,22705,22705,24303,25842,25842,26902,26902
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6931,"Atchue, Ralph","DEM",5466,8425,9580,11333,11978,12987,14085,14085
1662,"State Senator - District No. 11","Legislative District 11","State",7060,"Leach, Venden ""Vince""","REP",29368,39960,41268,44623,47091,48196,50670,50670
1662,"State Senator - District No. 11","Legislative District 11","Pima",7060,"Leach, Venden ""Vince""","REP",21535,28021,28021,29576,31326,31326,32649,32649
1662,"State Senator - District No. 11","Legislative District 11","Pinal",7060,"Leach, Venden ""Vince""","REP",7833,11939,13247,15047,15765,16870,18021,18021
1663,"State Senator - District No. 12","Legislative District 12","State",6785,"Brown, Elizabeth","DEM",20984,28645,33132,34992,38106,39774,40481,40895
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",6785,"Brown, Elizabeth","DEM",20867,28483,32949,34738,37844,39457,40164,40578
1663,"State Senator - District No. 12","Legislative District 12","Pinal",6785,"Brown, Elizabeth","DEM",117,162,183,254,262,317,317,317
1663,"State Senator - District No. 12","Legislative District 12","State",7044,"Farnsworth, Eddie","REP",29420,40734,45711,47694,52598,55069,55882,56403
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",7044,"Farnsworth, Eddie","REP",29198,40394,45306,47177,52049,54420,55233,55754
1663,"State Senator - District No. 12","Legislative District 12","Pinal",7044,"Farnsworth, Eddie","REP",222,340,405,517,549,649,649,649
1664,"State Senator - District No. 13","Legislative District 13","State",6339,"Harris, Michelle","DEM",16972,22113,24554,25851,27367,27760,27895,28107
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6339,"Harris, Michelle","DEM",11692,15216,17165,18008,19524,19917,20052,20264
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6339,"Harris, Michelle","DEM",5280,6897,7389,7843,7843,7843,7843,7843
1664,"State Senator - District No. 13","Legislative District 13","State",6788,"Kerr, Sine","REP",30472,38952,42256,44111,46122,46605,46869,47227
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6788,"Kerr, Sine","REP",19539,24947,27492,28589,30600,31083,31347,31705
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6788,"Kerr, Sine","REP",10933,14005,14764,15522,15522,15522,15522,15522
1665,"State Senator - District No. 14","Legislative District 14","State",6712,"Alvarez, Jaime","DEM",21582,26414,26648,29138,29722,29722,30168,30874
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6712,"Alvarez, Jaime","DEM",12837,16099,16099,17939,17939,17939,17939,18645
1665,"State Senator - District No. 14","Legislative District 14","Graham",6712,"Alvarez, Jaime","DEM",2340,2503,2737,2737,2737,2737,2737,2737
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6712,"Alvarez, Jaime","DEM",1055,1161,1161,1161,1161,1161,1161,1161
1665,"State Senator - District No. 14","Legislative District 14","Pima",6712,"Alvarez, Jaime","DEM",5350,6651,6651,7301,7885,7885,8331,8331
1665,"State Senator - District No. 14","Legislative District 14","State",6252,"Gowan, David","REP",31381,41673,42339,45195,46048,46048,46697,47463
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6252,"Gowan, David","REP",16519,23388,23388,25476,25476,25476,25476,26242
1665,"State Senator - District No. 14","Legislative District 14","Graham",6252,"Gowan, David","REP",5687,6257,6923,6923,6923,6923,6923,6923
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6252,"Gowan, David","REP",1201,1370,1370,1370,1370,1370,1370,1370
1665,"State Senator - District No. 14","Legislative District 14","Pima",6252,"Gowan, David","REP",7974,10658,10658,11426,12279,12279,12928,12928
1666,"State Senator - District No. 15","Legislative District 15","State",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843
1666,"State Senator - District No. 15","Legislative District 15","State",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971
1667,"State Senator - District No. 16","Legislative District 16","State",6506,"Carmitchel, Benjamin ""Ben""","DEM",15728,20712,23906,26662,27931,28580,29807,30088
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6506,"Carmitchel, Benjamin ""Ben""","DEM",11134,14185,16655,18189,19071,19454,19638,19919
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6506,"Carmitchel, Benjamin ""Ben""","DEM",4594,6527,7251,8473,8860,9126,10169,10169
1667,"State Senator - District No. 16","Legislative District 16","State",6256,"Farnsworth, David Christian","REP",25458,34786,38938,42769,44635,45847,47807,48200
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6256,"Farnsworth, David Christian","REP",17031,22106,25151,27253,28510,29181,29452,29845
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6256,"Farnsworth, David Christian","REP",8427,12680,13787,15516,16125,16666,18355,18355
1668,"State Senator - District No. 17","Legislative District 17","State",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111
1668,"State Senator - District No. 17","Legislative District 17","State",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292
1669,"State Senator - District No. 18","Legislative District 18","State",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625
1669,"State Senator - District No. 18","Legislative District 18","State",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328
1670,"State Senator - District No. 19","Legislative District 19","State",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240
1670,"State Senator - District No. 19","Legislative District 19","Maricopa",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240
1671,"State Senator - District No. 20","Legislative District 20","State",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372
1671,"State Senator - District No. 20","Legislative District 20","State",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371
1671,"State Senator - District No. 20","Legislative District 20","State",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730
1672,"State Senator - District No. 21","Legislative District 21","State",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492
1672,"State Senator - District No. 21","Legislative District 21","State",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260
1673,"State Senator - District No. 22","Legislative District 22","State",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006
1673,"State Senator - District No. 22","Legislative District 22","State",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821
1674,"State Senator - District No. 23","Legislative District 23","State",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148
1674,"State Senator - District No. 23","Legislative District 23","State",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005
1674,"State Senator - District No. 23","Legislative District 23","State",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976
1675,"State Senator - District No. 24","Legislative District 24","State",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051
1675,"State Senator - District No. 24","Legislative District 24","State",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338
1676,"State Senator - District No. 25","Legislative District 25","State",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199
1676,"State Senator - District No. 25","Legislative District 25","State",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865
1677,"State Senator - District No. 26","Legislative District 26","State",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016
1677,"State Senator - District No. 26","Legislative District 26","State",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104
1678,"State Senator - District No. 27","Legislative District 27","State",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650
1678,"State Senator - District No. 27","Legislative District 27","Maricopa",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650
1679,"State Senator - District No. 28","Legislative District 28","State",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467
1679,"State Senator - District No. 28","Legislative District 28","State",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931
1680,"State Senator - District No. 29","Legislative District 29","State",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041
1680,"State Senator - District No. 29","Legislative District 29","Maricopa",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041
1681,"State Senator - District No. 30","Legislative District 30","State",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603
1681,"State Senator - District No. 30","Legislative District 30","Maricopa",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603
1622,"State Representative - District No.  1","Legislative District 1","State",6304,"Campbell, Noel","REP",48604,54487,61682,65188,66613,67710,67749,68404
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6304,"Campbell, Noel","REP",10681,14175,15728,17593,17916,18013,18052,18399
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6304,"Campbell, Noel","REP",37923,40312,45954,47595,48697,49697,49697,50005
1622,"State Representative - District No.  1","Legislative District 1","State",6539,"Gogek, Ed","DEM",21162,23352,26236,27724,28281,28934,28959,29249
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6539,"Gogek, Ed","DEM",5098,6389,7321,8062,8197,8241,8266,8441
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6539,"Gogek, Ed","DEM",16064,16963,18915,19662,20084,20693,20693,20808
1622,"State Representative - District No.  1","Legislative District 1","State",6706,"Manolis, Jan","DEM",22853,25406,28576,30201,30811,31502,31528,31834
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6706,"Manolis, Jan","DEM",5606,7130,8153,8992,9145,9188,9214,9387
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6706,"Manolis, Jan","DEM",17247,18276,20423,21209,21666,22314,22314,22447
1622,"State Representative - District No.  1","Legislative District 1","State",6475,"Stringer, David","REP",46150,51994,59042,62340,63656,64636,64676,65321
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6475,"Stringer, David","REP",10724,14353,15919,17746,18074,18168,18208,18555
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6475,"Stringer, David","REP",35426,37641,43123,44594,45582,46468,46468,46766
1623,"State Representative - District No.  2","Legislative District 2","State",6817,"Ackerley, John Christopher","REP",14520,18256,18256,19640,20485,20485,21130,21130
1623,"State Representative - District No.  2","Legislative District 2","Pima",6817,"Ackerley, John Christopher","REP",12413,15322,15322,16242,17087,17087,17732,17732
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6817,"Ackerley, John Christopher","REP",2107,2934,2934,3398,3398,3398,3398,3398
1623,"State Representative - District No.  2","Legislative District 2","State",6857,"Gabaldón, Rosanna","DEM",19213,23795,23795,26570,28017,28017,29009,29009
1623,"State Representative - District No.  2","Legislative District 2","Pima",6857,"Gabaldón, Rosanna","DEM",14449,17241,17241,18675,20122,20122,21114,21114
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6857,"Gabaldón, Rosanna","DEM",4764,6554,6554,7895,7895,7895,7895,7895
1623,"State Representative - District No.  2","Legislative District 2","State",6891,"Hernandez, Daniel, Jr","DEM",19118,23683,23683,26435,27942,27942,28999,28999
1623,"State Representative - District No.  2","Legislative District 2","Pima",6891,"Hernandez, Daniel, Jr","DEM",14538,17390,17390,18860,20367,20367,21424,21424
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6891,"Hernandez, Daniel, Jr","DEM",4580,6293,6293,7575,7575,7575,7575,7575
1623,"State Representative - District No.  2","Legislative District 2","State",6993,"Sizer, Anthony","REP",14188,17979,17979,19321,20129,20129,20744,20744
1623,"State Representative - District No.  2","Legislative District 2","Pima",6993,"Sizer, Anthony","REP",12259,15255,15255,16125,16933,16933,17548,17548
1623,"State Representative - District No.  2","Legislative District 2","Santa Cruz",6993,"Sizer, Anthony","REP",1929,2724,2724,3196,3196,3196,3196,3196
1624,"State Representative - District No.  3","Legislative District 3","State",7042,"Baker, Beryl","GRN",4944,6397,6397,7050,7549,7549,7968,7968
1624,"State Representative - District No.  3","Legislative District 3","Pima",7042,"Baker, Beryl","GRN",4944,6397,6397,7050,7549,7549,7968,7968
1624,"State Representative - District No.  3","Legislative District 3","State",6541,"Cano, Andres","DEM",18229,22255,22255,24766,27121,27121,29094,29094
1624,"State Representative - District No.  3","Legislative District 3","Pima",6541,"Cano, Andres","DEM",18229,22255,22255,24766,27121,27121,29094,29094
1624,"State Representative - District No.  3","Legislative District 3","State",6604,"Hernandez, Alma","DEM",19477,24264,24264,27000,29631,29631,31762,31762
1624,"State Representative - District No.  3","Legislative District 3","Pima",6604,"Hernandez, Alma","DEM",19477,24264,24264,27000,29631,29631,31762,31762
1625,"State Representative - District No.  4","Legislative District 4","State",6844,"Fernandez, Charlene","DEM",13518,19539,21410,23522,24543,24698,25018,25126
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6844,"Fernandez, Charlene","DEM",4218,5894,6734,7032,7699,7854,7890,7998
1625,"State Representative - District No.  4","Legislative District 4","Pima",6844,"Fernandez, Charlene","DEM",2296,3391,3391,3703,4053,4053,4327,4327
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6844,"Fernandez, Charlene","DEM",13,56,58,62,66,66,76,76
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6844,"Fernandez, Charlene","DEM",6991,10198,11227,12725,12725,12725,12725,12725
1625,"State Representative - District No.  4","Legislative District 4","State",6534,"Peten, Geraldine ""Gerae""","DEM",9986,14277,15642,17097,17889,18022,18268,18354
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6534,"Peten, Geraldine ""Gerae""","DEM",3807,5125,5826,6110,6664,6797,6830,6916
1625,"State Representative - District No.  4","Legislative District 4","Pima",6534,"Peten, Geraldine ""Gerae""","DEM",1740,2430,2430,2656,2890,2890,3096,3096
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6534,"Peten, Geraldine ""Gerae""","DEM",10,31,33,36,40,40,47,47
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6534,"Peten, Geraldine ""Gerae""","DEM",4429,6691,7353,8295,8295,8295,8295,8295
1625,"State Representative - District No.  4","Legislative District 4","State",6681,"Williams, Sara Mae","GRN",4222,6329,6785,7159,7565,7617,7710,7755
1625,"State Representative - District No.  4","Legislative District 4","Maricopa",6681,"Williams, Sara Mae","GRN",1824,2499,2801,2905,3158,3210,3222,3267
1625,"State Representative - District No.  4","Legislative District 4","Pima",6681,"Williams, Sara Mae","GRN",849,1467,1467,1557,1709,1709,1786,1786
1625,"State Representative - District No.  4","Legislative District 4","Pinal",6681,"Williams, Sara Mae","GRN",5,18,18,19,20,20,24,24
1625,"State Representative - District No.  4","Legislative District 4","Yuma",6681,"Williams, Sara Mae","GRN",1544,2345,2499,2678,2678,2678,2678,2678
1626,"State Representative - District No.  5","Legislative District 5","State",6927,"Biasiucci, Leo","REP",21184,34265,34756,36738,38465,38465,38560,38871
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6927,"Biasiucci, Leo","REP",21184,31856,32347,34329,36056,36056,36151,36462
1626,"State Representative - District No.  5","Legislative District 5","State",6397,"Cobb, Regina","REP",25680,40905,41547,44016,46058,46058,46165,46527
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6397,"Cobb, Regina","REP",25680,38329,38971,41440,43482,43482,43589,43951
1626,"State Representative - District No.  5","Legislative District 5","State",6917,"McCord Robinson, Mary","DEM",10524,16057,16322,17376,18193,18193,18237,18376
1626,"State Representative - District No.  5","Legislative District 5","Mohave",6917,"McCord Robinson, Mary","DEM",10524,14724,14989,16043,16860,16860,16904,17043
1627,"State Representative - District No.  6","Legislative District 6","State",6725,"Blackman, Walter ""Walt""","REP",30593,34845,40385,41067,42395,43870,44595,44871
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6725,"Blackman, Walter ""Walt""","REP",10325,11842,11842,12020,12020,13205,13930,14115
1627,"State Representative - District No.  6","Legislative District 6","Gila",6725,"Blackman, Walter ""Walt""","REP",6254,7512,8631,8734,8920,8920,8920,8920
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6725,"Blackman, Walter ""Walt""","REP",4445,5669,7315,7315,8199,8238,8238,8238
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6725,"Blackman, Walter ""Walt""","REP",9569,9822,12597,12998,13256,13507,13507,13598
1627,"State Representative - District No.  6","Legislative District 6","State",6895,"French, Felicia","DEM",30536,33967,37227,38086,38573,41508,42617,43101
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6895,"French, Felicia","DEM",16879,19508,19508,19903,19903,22460,23569,23953
1627,"State Representative - District No.  6","Legislative District 6","Gila",6895,"French, Felicia","DEM",2781,3176,3643,3687,3769,3769,3769,3769
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6895,"French, Felicia","DEM",1310,1583,1813,1813,1980,1991,1991,1991
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6895,"French, Felicia","DEM",9566,9700,12263,12683,12921,13288,13288,13388
1627,"State Representative - District No.  6","Legislative District 6","State",6923,"Thorpe, Bob","REP",30327,34440,39635,40308,41472,42888,43647,43942
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6923,"Thorpe, Bob","REP",10679,12299,12299,12476,12476,13631,14390,14590
1627,"State Representative - District No.  6","Legislative District 6","Gila",6923,"Thorpe, Bob","REP",6141,7358,8451,8547,8725,8725,8725,8725
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6923,"Thorpe, Bob","REP",3969,4995,6381,6381,7112,7136,7136,7136
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6923,"Thorpe, Bob","REP",9538,9788,12504,12904,13159,13396,13396,13491
1627,"State Representative - District No.  6","Legislative District 6","State",6504,"Tyler, Bobby","DEM",26639,29509,32091,32800,33212,35765,36737,37149
1627,"State Representative - District No.  6","Legislative District 6","Coconino",6504,"Tyler, Bobby","DEM",14992,17148,17148,17481,17481,19690,20662,21008
1627,"State Representative - District No.  6","Legislative District 6","Gila",6504,"Tyler, Bobby","DEM",2370,2680,3029,3064,3124,3124,3124,3124
1627,"State Representative - District No.  6","Legislative District 6","Navajo",6504,"Tyler, Bobby","DEM",1180,1476,1701,1701,1857,1871,1871,1871
1627,"State Representative - District No.  6","Legislative District 6","Yavapai",6504,"Tyler, Bobby","DEM",8097,8205,10213,10554,10750,11080,11080,11146
1628,"State Representative - District No.  7","Legislative District 7","State",6775,"Shamley, Doyel","REP",11816,18813,19482,21037,22047,22448,22541,22577
1628,"State Representative - District No.  7","Legislative District 7","Apache",6775,"Shamley, Doyel","REP",3400,6544,6572,8073,8073,8104,8104,8104
1628,"State Representative - District No.  7","Legislative District 7","Coconino",6775,"Shamley, Doyel","REP",2012,3071,3071,3121,3121,3416,3504,3540
1628,"State Representative - District No.  7","Legislative District 7","Gila",6775,"Shamley, Doyel","REP",55,148,156,156,171,171,171,171
1628,"State Representative - District No.  7","Legislative District 7","Graham",6775,"Shamley, Doyel","REP",12,67,68,68,68,68,68,68
1628,"State Representative - District No.  7","Legislative District 7","Mohave",6775,"Shamley, Doyel","REP",22,63,63,67,71,71,76,76
