"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1106_eb","r1106","r1108","r1109","r1110","r1111","r1112","r1113","r1114","r1115","r1116","r1117","r1119"
1619,"Governor","Statewide","Graham",6829,"Torres, Angel","GRN",198,257,276,276,276,276,276,276,276,276,276,276,276
1619,"Governor","Statewide","Greenlee",6829,"Torres, Angel","GRN",73,80,80,80,80,80,80,80,80,80,80,80,80
1619,"Governor","Statewide","Maricopa",6829,"Torres, Angel","GRN",13507,18784,21716,23355,24883,25669,26088,26473,27025,27510,28127,29033,29495
1619,"Governor","Statewide","Mohave",6829,"Torres, Angel","GRN",702,1070,1089,1212,1300,1300,1308,1324,1325,1325,1325,1325,1325
1619,"Governor","Statewide","Navajo",6829,"Torres, Angel","GRN",475,946,946,946,1040,1055,1055,1055,1055,1055,1055,1055,1055
1619,"Governor","Statewide","Pima",6829,"Torres, Angel","GRN",4798,6182,6182,6766,7430,7430,7921,7921,7921,8429,8429,8678,8678
1619,"Governor","Statewide","Pinal",6829,"Torres, Angel","GRN",912,1480,1647,1970,2104,2315,2561,2561,2767,2767,2767,2767,2767
1619,"Governor","Statewide","Santa Cruz",6829,"Torres, Angel","GRN",180,224,224,261,261,261,261,261,261,261,261,261,261
1619,"Governor","Statewide","Yavapai",6829,"Torres, Angel","GRN",1392,1738,1806,1889,1938,2004,2004,2018,2018,2029,2029,2029,2029
1619,"Governor","Statewide","Yuma",6829,"Torres, Angel","GRN",457,666,740,830,830,830,830,830,830,830,846,846,846
1652,"State Senator - District No.  1","Legislative District 1","State",7063,"Craycraft, Jo","DEM",23159,27714,29286,30969,31573,32298,32324,32644,32804,33014,33152,33457,33554
1652,"State Senator - District No.  1","Legislative District 1","Maricopa",7063,"Craycraft, Jo","DEM",5683,7278,8352,9227,9384,9432,9458,9638,9798,9935,10073,10378,10475
1652,"State Senator - District No.  1","Legislative District 1","Yavapai",7063,"Craycraft, Jo","DEM",17476,20436,20934,21742,22189,22866,22866,23006,23006,23079,23079,23079,23079
1652,"State Senator - District No.  1","Legislative District 1","State",6529,"Fann, Karen","REP",52802,64876,67629,71401,72976,74160,74206,74962,75272,75738,76007,76638,76856
1652,"State Senator - District No.  1","Legislative District 1","Maricopa",6529,"Fann, Karen","REP",11569,15585,17290,19301,19650,19749,19795,20172,20482,20786,21055,21686,21904
1652,"State Senator - District No.  1","Legislative District 1","Yavapai",6529,"Fann, Karen","REP",41233,49291,50339,52100,53326,54411,54411,54790,54790,54952,54952,54952,54952
1653,"State Senator - District No.  2","Legislative District 2","State",6567,"Dalessandro, Andrea","DEM",22518,28320,28320,31746,33550,33550,34815,34815,34815,36517,36517,36893,36893
1653,"State Senator - District No.  2","Legislative District 2","Pima",6567,"Dalessandro, Andrea","DEM",17008,20585,20585,22336,24140,24140,25405,25405,25405,27104,27104,27480,27480
1653,"State Senator - District No.  2","Legislative District 2","Santa Cruz",6567,"Dalessandro, Andrea","DEM",5510,7735,7735,9410,9410,9410,9410,9410,9410,9413,9413,9413,9413
1653,"State Senator - District No.  2","Legislative District 2","State",6804,"Kais, Shelley","REP",16202,20637,20637,22252,23201,23201,23902,23902,23902,24674,24674,24925,24925
1653,"State Senator - District No.  2","Legislative District 2","Pima",6804,"Kais, Shelley","REP",13885,17352,17352,18381,19330,19330,20031,20031,20031,20802,20802,21053,21053
1653,"State Senator - District No.  2","Legislative District 2","Santa Cruz",6804,"Kais, Shelley","REP",2317,3285,3285,3871,3871,3871,3871,3871,3871,3872,3872,3872,3872
1654,"State Senator - District No.  3","Legislative District 3","State",6243,"Gonzales, Sally Ann","DEM",25070,31550,31550,35179,38664,38664,41477,41477,41477,44671,44671,45529,45529
1654,"State Senator - District No.  3","Legislative District 3","Pima",6243,"Gonzales, Sally Ann","DEM",25070,31550,31550,35179,38664,38664,41477,41477,41477,44671,44671,45529,45529
1655,"State Senator - District No.  4","Legislative District 4","State",6655,"Otondo, Lisa","DEM",16581,24177,26446,29006,30330,30531,30968,31103,31316,32021,32502,32909,33034
1655,"State Senator - District No.  4","Legislative District 4","Maricopa",6655,"Otondo, Lisa","DEM",5341,7560,8593,8978,9811,10012,10061,10196,10403,10593,10832,11107,11232
1655,"State Senator - District No.  4","Legislative District 4","Pima",6655,"Otondo, Lisa","DEM",2939,4499,4499,4918,5405,5405,5780,5780,5780,6295,6295,6427,6427
1655,"State Senator - District No.  4","Legislative District 4","Pinal",6655,"Otondo, Lisa","DEM",16,73,75,80,84,84,97,97,103,103,103,103,103
1655,"State Senator - District No.  4","Legislative District 4","Yuma",6655,"Otondo, Lisa","DEM",8285,12045,13279,15030,15030,15030,15030,15030,15030,15030,15272,15272,15272
1656,"State Senator - District No.  5","Legislative District 5","State",6630,"Borrelli, Sonny","REP",30348,49184,49946,52862,55291,55291,55442,55930,56078,56454,56454,56454,56454
1656,"State Senator - District No.  5","Legislative District 5","Mohave",6630,"Borrelli, Sonny","REP",30348,46012,46774,49690,52119,52119,52270,52758,52906,52907,52907,52907,52907
1656,"State Senator - District No.  5","Legislative District 5","State",6462,"Morgaine, J'aime","DEM",10471,15991,16255,17311,18150,18150,18193,18338,18374,18530,18530,18530,18530
1656,"State Senator - District No.  5","Legislative District 5","Mohave",6462,"Morgaine, J'aime","DEM",10471,14683,14947,16003,16842,16842,16885,17030,17066,17066,17066,17066,17066
1657,"State Senator - District No.  6","Legislative District 6","State",6730,"Allen, Sylvia Tenney","REP",32696,41469,43030,43735,44990,46525,47323,47638,47911,48044,48044,48044,48044
1657,"State Senator - District No.  6","Legislative District 6","Coconino",6730,"Allen, Sylvia Tenney","REP",11367,13106,13106,13289,13289,14508,15306,15510,15781,15877,15877,15877,15877
1657,"State Senator - District No.  6","Legislative District 6","Gila",6730,"Allen, Sylvia Tenney","REP",6612,7985,9138,9245,9463,9463,9463,9463,9463,9464,9464,9464,9464
1657,"State Senator - District No.  6","Legislative District 6","Navajo",6730,"Allen, Sylvia Tenney","REP",4297,7008,7008,7008,7773,7810,7810,7810,7812,7812,7812,7812,7812
1657,"State Senator - District No.  6","Legislative District 6","Yavapai",6730,"Allen, Sylvia Tenney","REP",10420,13370,13778,14193,14465,14744,14744,14855,14855,14891,14891,14891,14891
1657,"State Senator - District No.  6","Legislative District 6","State",6961,"Carlisle, Wade","DEM",31882,38307,39329,40235,40883,43959,45133,45649,46172,46332,46332,46332,46332
1657,"State Senator - District No.  6","Legislative District 6","Coconino",6961,"Carlisle, Wade","DEM",17517,20324,20324,20735,20735,23410,24584,24995,25518,25632,25632,25632,25632
1657,"State Senator - District No.  6","Legislative District 6","Gila",6961,"Carlisle, Wade","DEM",2898,3315,3817,3867,3956,3956,3956,3956,3956,3957,3957,3957,3957
1657,"State Senator - District No.  6","Legislative District 6","Navajo",6961,"Carlisle, Wade","DEM",1817,2713,2713,2713,3023,3043,3043,3043,3043,3043,3043,3043,3043
1657,"State Senator - District No.  6","Legislative District 6","Yavapai",6961,"Carlisle, Wade","DEM",9650,11955,12475,12920,13169,13550,13550,13655,13655,13700,13700,13700,13700
1658,"State Senator - District No.  7","Legislative District 7","State",7066,"Mealer, JL","REP",11214,18197,18222,19583,20518,20894,20978,21008,21017,21091,21091,21091,21091
1658,"State Senator - District No.  7","Legislative District 7","Apache",7066,"Mealer, JL","REP",3184,5985,6005,7311,7311,7344,7344,7344,7344,7353,7353,7353,7353
1658,"State Senator - District No.  7","Legislative District 7","Coconino",7066,"Mealer, JL","REP",1896,2824,2824,2875,2875,3142,3218,3248,3256,3321,3321,3321,3321
1658,"State Senator - District No.  7","Legislative District 7","Gila",7066,"Mealer, JL","REP",46,126,130,130,144,144,144,144,144,144,144,144,144
1658,"State Senator - District No.  7","Legislative District 7","Graham",7066,"Mealer, JL","REP",13,74,75,75,75,75,75,75,75,75,75,75,75
1658,"State Senator - District No.  7","Legislative District 7","Mohave",7066,"Mealer, JL","REP",20,62,62,66,70,70,78,78,78,78,78,78,78
1658,"State Senator - District No.  7","Legislative District 7","Navajo",7066,"Mealer, JL","REP",6055,9126,9126,9126,10043,10119,10119,10119,10120,10120,10120,10120,10120
1658,"State Senator - District No.  7","Legislative District 7","State",6343,"Peshlakai, Jamescita","DEM",13700,37363,37659,40939,41926,42658,42879,42935,42969,43179,43179,43179,43179
1658,"State Senator - District No.  7","Legislative District 7","Apache",6343,"Peshlakai, Jamescita","DEM",4045,14011,14254,17239,17239,17388,17388,17388,17388,17400,17400,17400,17400
1658,"State Senator - District No.  7","Legislative District 7","Coconino",6343,"Peshlakai, Jamescita","DEM",3527,7884,7884,8157,8157,8531,8744,8800,8833,9031,9031,9031,9031
1658,"State Senator - District No.  7","Legislative District 7","Gila",6343,"Peshlakai, Jamescita","DEM",168,816,845,857,955,955,955,955,955,955,955,955,955
1658,"State Senator - District No.  7","Legislative District 7","Graham",6343,"Peshlakai, Jamescita","DEM",111,727,750,750,750,750,750,750,750,750,750,750,750
1658,"State Senator - District No.  7","Legislative District 7","Mohave",6343,"Peshlakai, Jamescita","DEM",40,145,146,156,168,168,176,176,176,176,176,176,176
1658,"State Senator - District No.  7","Legislative District 7","Navajo",6343,"Peshlakai, Jamescita","DEM",5809,13780,13780,13780,14657,14866,14866,14866,14867,14867,14867,14867,14867
1659,"State Senator - District No.  8","Legislative District 8","State",6348,"Girard, Sharon","DEM",9399,14569,16385,18752,20005,21714,23030,23030,24358,24360,24360,24360,24360
1659,"State Senator - District No.  8","Legislative District 8","Gila",6348,"Girard, Sharon","DEM",1724,2132,2414,2429,2498,2498,2498,2498,2498,2500,2500,2500,2500
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6348,"Girard, Sharon","DEM",7675,12437,13971,16323,17507,19216,20532,20532,21860,21860,21860,21860,21860
1659,"State Senator - District No.  8","Legislative District 8","State",6226,"Pratt, Frank","REP",13080,20089,22272,24838,26358,28249,29737,29737,31181,31181,31181,31181,31181
1659,"State Senator - District No.  8","Legislative District 8","Gila",6226,"Pratt, Frank","REP",1988,2593,2918,2931,3049,3049,3049,3049,3049,3049,3049,3049,3049
1659,"State Senator - District No.  8","Legislative District 8","Pinal",6226,"Pratt, Frank","REP",11092,17496,19354,21907,23309,25200,26688,26688,28132,28132,28132,28132,28132
1660,"State Senator - District No.  9","Legislative District 9","State",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046,33046,34090,34090,34758,34758
1660,"State Senator - District No.  9","Legislative District 9","Pima",6329,"Fleenor, Randy","REP",20985,28049,28049,29904,31950,31950,33046,33046,33046,34090,34090,34758,34758
1660,"State Senator - District No.  9","Legislative District 9","State",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243,55243,57459,57459,58571,58571
1660,"State Senator - District No.  9","Legislative District 9","Pima",7027,"Steele, Victoria","DEM",37087,45067,45067,49122,52904,52904,55243,55243,55243,57459,57459,58571,58571
1661,"State Senator - District No. 10","Legislative District 10","State",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265,49265,51212,51212,52376,52376
1661,"State Senator - District No. 10","Legislative District 10","Pima",6638,"Bradley, David","DEM",32768,40189,40189,43687,47022,47022,49265,49265,49265,51212,51212,52376,52376
1661,"State Senator - District No. 10","Legislative District 10","State",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232,35232,36410,36410,37187,37187
1661,"State Senator - District No. 10","Legislative District 10","Pima",6358,"Wiles, Marilyn","REP",22516,30221,30221,31986,33966,33966,35232,35232,35232,36410,36410,37187,37187
1662,"State Senator - District No. 11","Legislative District 11","State",6618,"Arif, Mohammad","GRN",495,700,718,809,879,926,985,985,1020,1050,1050,1076,1076
1662,"State Senator - District No. 11","Legislative District 11","Pima",6618,"Arif, Mohammad","GRN",393,500,500,549,597,597,627,627,627,657,657,683,683
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6618,"Arif, Mohammad","GRN",102,200,218,260,282,329,358,358,393,393,393,393,393
1662,"State Senator - District No. 11","Legislative District 11","State",6931,"Atchue, Ralph","DEM",24386,31130,32285,35636,37820,38829,40987,40987,41872,42653,42653,43273,43273
1662,"State Senator - District No. 11","Legislative District 11","Pima",6931,"Atchue, Ralph","DEM",18920,22705,22705,24303,25842,25842,26902,26902,26902,27683,27683,28303,28303
1662,"State Senator - District No. 11","Legislative District 11","Pinal",6931,"Atchue, Ralph","DEM",5466,8425,9580,11333,11978,12987,14085,14085,14970,14970,14970,14970,14970
1662,"State Senator - District No. 11","Legislative District 11","State",7060,"Leach, Venden ""Vince""","REP",29368,39960,41268,44623,47091,48196,50670,50670,51666,52535,52535,53232,53232
1662,"State Senator - District No. 11","Legislative District 11","Pima",7060,"Leach, Venden ""Vince""","REP",21535,28021,28021,29576,31326,31326,32649,32649,32649,33518,33518,34215,34215
1662,"State Senator - District No. 11","Legislative District 11","Pinal",7060,"Leach, Venden ""Vince""","REP",7833,11939,13247,15047,15765,16870,18021,18021,19017,19017,19017,19017,19017
1663,"State Senator - District No. 12","Legislative District 12","State",6785,"Brown, Elizabeth","DEM",20984,28645,33132,34992,38106,39774,40481,40895,41513,42069,42854,43914,44449
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",6785,"Brown, Elizabeth","DEM",20867,28483,32949,34738,37844,39457,40164,40578,41178,41734,42519,43579,44114
1663,"State Senator - District No. 12","Legislative District 12","Pinal",6785,"Brown, Elizabeth","DEM",117,162,183,254,262,317,317,317,335,335,335,335,335
1663,"State Senator - District No. 12","Legislative District 12","State",7044,"Farnsworth, Eddie","REP",29420,40734,45711,47694,52598,55069,55882,56403,57132,57756,58805,60204,60959
1663,"State Senator - District No. 12","Legislative District 12","Maricopa",7044,"Farnsworth, Eddie","REP",29198,40394,45306,47177,52049,54420,55233,55754,56455,57079,58128,59527,60282
1663,"State Senator - District No. 12","Legislative District 12","Pinal",7044,"Farnsworth, Eddie","REP",222,340,405,517,549,649,649,649,677,677,677,677,677
1664,"State Senator - District No. 13","Legislative District 13","State",6339,"Harris, Michelle","DEM",16972,22113,24554,25851,27367,27760,27895,28107,28533,28861,29421,30015,30215
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6339,"Harris, Michelle","DEM",11692,15216,17165,18008,19524,19917,20052,20264,20690,21018,21432,22026,22226
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6339,"Harris, Michelle","DEM",5280,6897,7389,7843,7843,7843,7843,7843,7843,7843,7989,7989,7989
1664,"State Senator - District No. 13","Legislative District 13","State",6788,"Kerr, Sine","REP",30472,38952,42256,44111,46122,46605,46869,47227,47885,48348,49169,50111,50432
1664,"State Senator - District No. 13","Legislative District 13","Maricopa",6788,"Kerr, Sine","REP",19539,24947,27492,28589,30600,31083,31347,31705,32363,32826,33432,34374,34695
1664,"State Senator - District No. 13","Legislative District 13","Yuma",6788,"Kerr, Sine","REP",10933,14005,14764,15522,15522,15522,15522,15522,15522,15522,15737,15737,15737
1665,"State Senator - District No. 14","Legislative District 14","State",6712,"Alvarez, Jaime","DEM",21582,26414,26648,29138,29722,29722,30168,30874,30874,31120,31120,31368,31368
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6712,"Alvarez, Jaime","DEM",12837,16099,16099,17939,17939,17939,17939,18645,18645,18648,18648,18648,18648
1665,"State Senator - District No. 14","Legislative District 14","Graham",6712,"Alvarez, Jaime","DEM",2340,2503,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6712,"Alvarez, Jaime","DEM",1055,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161
1665,"State Senator - District No. 14","Legislative District 14","Pima",6712,"Alvarez, Jaime","DEM",5350,6651,6651,7301,7885,7885,8331,8331,8331,8574,8574,8822,8822
1665,"State Senator - District No. 14","Legislative District 14","State",6252,"Gowan, David","REP",31381,41673,42339,45195,46048,46048,46697,47463,47463,47779,47779,48131,48131
1665,"State Senator - District No. 14","Legislative District 14","Cochise",6252,"Gowan, David","REP",16519,23388,23388,25476,25476,25476,25476,26242,26242,26243,26243,26243,26243
1665,"State Senator - District No. 14","Legislative District 14","Graham",6252,"Gowan, David","REP",5687,6257,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923,6923
1665,"State Senator - District No. 14","Legislative District 14","Greenlee",6252,"Gowan, David","REP",1201,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370
1665,"State Senator - District No. 14","Legislative District 14","Pima",6252,"Gowan, David","REP",7974,10658,10658,11426,12279,12279,12928,12928,12928,13243,13243,13595,13595
1666,"State Senator - District No. 15","Legislative District 15","State",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843,53604,54305,55161,56501,57264
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6947,"Carter, Heather","REP",30033,39753,44438,47181,49702,51357,52122,52843,53604,54305,55161,56501,57264
1666,"State Senator - District No. 15","Legislative District 15","State",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971,35473,35952,36560,37529,37971
1666,"State Senator - District No. 15","Legislative District 15","Maricopa",6333,"Dybvig-Pawelko, Kristin","DEM",19820,25615,29405,31386,32980,33925,34460,34971,35473,35952,36560,37529,37971
1667,"State Senator - District No. 16","Legislative District 16","State",6506,"Carmitchel, Benjamin ""Ben""","DEM",15728,20712,23906,26662,27931,28580,29807,30088,30866,31109,31431,32031,32261
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6506,"Carmitchel, Benjamin ""Ben""","DEM",11134,14185,16655,18189,19071,19454,19638,19919,20223,20466,20788,21388,21618
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6506,"Carmitchel, Benjamin ""Ben""","DEM",4594,6527,7251,8473,8860,9126,10169,10169,10643,10643,10643,10643,10643
1667,"State Senator - District No. 16","Legislative District 16","State",6256,"Farnsworth, David Christian","REP",25458,34786,38938,42769,44635,45847,47807,48200,49440,49775,50252,51081,51406
1667,"State Senator - District No. 16","Legislative District 16","Maricopa",6256,"Farnsworth, David Christian","REP",17031,22106,25151,27253,28510,29181,29452,29845,30303,30638,31115,31944,32269
1667,"State Senator - District No. 16","Legislative District 16","Pinal",6256,"Farnsworth, David Christian","REP",8427,12680,13787,15516,16125,16666,18355,18355,19137,19137,19137,19137,19137
1668,"State Senator - District No. 17","Legislative District 17","State",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111,44797,45341,46126,47334,48008
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6560,"Mesnard, J.D.","REP",25043,33687,37749,40109,41917,43153,43514,44111,44797,45341,46126,47334,48008
1668,"State Senator - District No. 17","Legislative District 17","State",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292,42935,43497,44361,45504,46264
1668,"State Senator - District No. 17","Legislative District 17","Maricopa",6807,"Weichert, Steve","DEM",22415,30431,35316,38066,40072,41253,41720,42292,42935,43497,44361,45504,46264
1669,"State Senator - District No. 18","Legislative District 18","State",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625,53427,54042,55202,56697,57401
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",7029,"Bowie, Sean","DEM",27596,37355,43540,46322,49710,50998,51876,52625,53427,54042,55202,56697,57401
1669,"State Senator - District No. 18","Legislative District 18","State",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328,40880,41284,42088,43114,43575
1669,"State Senator - District No. 18","Legislative District 18","Maricopa",6870,"Schmuck, Frank","REP",21805,30127,33848,35758,38206,39113,39743,40328,40880,41284,42088,43114,43575
1670,"State Senator - District No. 19","Legislative District 19","State",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240,29886,30429,31186,32132,32871
1670,"State Senator - District No. 19","Legislative District 19","Maricopa",6615,"Chavira Contreras, Lupe","DEM",12486,19403,22476,24058,26383,27868,28816,29240,29886,30429,31186,32132,32871
1671,"State Senator - District No. 20","Legislative District 20","State",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372,32853,33292,33856,34708,35170
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",6314,"Boyer, Paul","REP",18207,24689,27413,28585,30414,31542,31961,32372,32853,33292,33856,34708,35170
1671,"State Senator - District No. 20","Legislative District 20","State",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371,29826,30323,30923,31759,32352
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",7013,"Ervin, Douglas","DEM",15670,21402,24357,25659,27430,28586,28982,29371,29826,30323,30923,31759,32352
1671,"State Senator - District No. 20","Legislative District 20","State",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730,4812,4883,4994,5140,5229
1671,"State Senator - District No. 20","Legislative District 20","Maricopa",4800,"Quelland, Doug ""Q""","NONE",2349,3332,3810,4039,4368,4594,4670,4730,4812,4883,4994,5140,5229
1672,"State Senator - District No. 21","Legislative District 21","State",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492,38208,38732,39292,40326,40869
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",6737,"Gray, Rick","REP",23766,30209,32849,34234,35345,36639,37034,37492,38208,38732,39292,40326,40869
1672,"State Senator - District No. 21","Legislative District 21","State",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260,34875,35312,35907,36904,37380
1672,"State Senator - District No. 21","Legislative District 21","Maricopa",4911,"Knecht, Kathy","INDEPENDENT",20791,26439,29399,30849,31976,33493,33887,34260,34875,35312,35907,36904,37380
1673,"State Senator - District No. 22","Legislative District 22","State",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006,38550,38993,39578,40492,40957
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6722,"Garcia, Wendy","DEM",24397,29800,33157,34482,35997,36910,37568,38006,38550,38993,39578,40492,40957
1673,"State Senator - District No. 22","Legislative District 22","State",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821,66765,67567,68550,70025,70775
1673,"State Senator - District No. 22","Legislative District 22","Maricopa",6440,"Livingston, David","REP",42639,53008,57611,59533,62120,63782,65016,65821,66765,67567,68550,70025,70775
1674,"State Senator - District No. 23","Legislative District 23","State",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148,5244,5307,5411,5559,5603
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",5262,"Leone, Christopher ""Chris""","INDEPENDENT",2810,3695,4323,4719,4982,5038,5093,5148,5244,5307,5411,5559,5603
1674,"State Senator - District No. 23","Legislative District 23","State",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005,42636,43180,43850,44954,45344
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6780,"Lohman, Daria","DEM",24813,31822,36181,39029,40690,41155,41577,42005,42636,43180,43850,44954,45344
1674,"State Senator - District No. 23","Legislative District 23","State",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976,63974,64820,65734,67309,67852
1674,"State Senator - District No. 23","Legislative District 23","Maricopa",6568,"Ugenti-Rita, Michelle","REP",37823,49312,54518,58907,61083,61676,62296,62976,63974,64820,65734,67309,67852
1675,"State Senator - District No. 24","Legislative District 24","State",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051,17352,17654,17974,18507,18772
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6669,"Alger, Vicki","REP",8947,12769,14344,15692,16291,16612,16866,17051,17352,17654,17974,18507,18772
1675,"State Senator - District No. 24","Legislative District 24","State",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338,44155,45018,45952,47621,48245
1675,"State Senator - District No. 24","Legislative District 24","Maricopa",6796,"Alston, Lela","DEM",21455,30069,35162,39896,41402,42190,42830,43338,44155,45018,45952,47621,48245
1676,"State Senator - District No. 25","Legislative District 25","State",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199,29721,30155,30708,31759,32268
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6282,"Mohr-Almeida, Kathy","DEM",15625,21335,24323,26352,27552,28218,28768,29199,29721,30155,30708,31759,32268
1676,"State Senator - District No. 25","Legislative District 25","State",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865,47755,48445,49479,51420,52208
1676,"State Senator - District No. 25","Legislative District 25","Maricopa",6553,"Pace, Tyler","REP",25206,34244,38365,41608,43920,45120,46024,46865,47755,48445,49479,51420,52208
1677,"State Senator - District No. 26","Legislative District 26","State",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016,29642,30340,31096,31999,32812
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6368,"Mendez, Juan","DEM",12360,18868,22816,24470,27047,27958,28705,29016,29642,30340,31096,31999,32812
1677,"State Senator - District No. 26","Legislative District 26","State",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104,15452,15743,16140,16673,17086
1677,"State Senator - District No. 26","Legislative District 26","Maricopa",6642,"Speakman, Rebecca","REP",7224,10733,12360,13006,14056,14559,14914,15104,15452,15743,16140,16673,17086
1678,"State Senator - District No. 27","Legislative District 27","State",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650,36397,37231,38041,39480,40012
1678,"State Senator - District No. 27","Legislative District 27","Maricopa",6905,"Rios, Rebecca","DEM",16128,23762,27749,32835,34250,34629,35134,35650,36397,37231,38041,39480,40012
1679,"State Senator - District No. 28","Legislative District 28","State",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467,44126,44683,45429,46823,47278
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6958,"Brophy McGee, Kate","REP",25323,33017,37008,39588,41564,42436,42875,43467,44126,44683,45429,46823,47278
1679,"State Senator - District No. 28","Legislative District 28","State",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931,43654,44303,45145,46476,47011
1679,"State Senator - District No. 28","Legislative District 28","Maricopa",6309,"Marsh, Christine Porter","DEM",24515,31559,36200,38972,40947,41793,42326,42931,43654,44303,45145,46476,47011
1680,"State Senator - District No. 29","Legislative District 29","State",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041,26498,26951,27605,28426,29003
1680,"State Senator - District No. 29","Legislative District 29","Maricopa",7035,"Quezada, Martín J.","DEM",11616,17750,20381,21827,23853,25091,25701,26041,26498,26951,27605,28426,29003
1681,"State Senator - District No. 30","Legislative District 30","State",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603,26045,26583,27149,28099,28574
1681,"State Senator - District No. 30","Legislative District 30","Maricopa",6431,"Navarrete, Otoniel ""Tony""","DEM",12160,17694,20241,22736,23689,25042,25273,25603,26045,26583,27149,28099,28574
1622,"State Representative - District No.  1","Legislative District 1","State",6304,"Campbell, Noel","REP",48604,59188,61682,65188,66613,67710,67749,68404,68694,69099,69361,69935,70130
1622,"State Representative - District No.  1","Legislative District 1","Maricopa",6304,"Campbell, Noel","REP",10681,14175,15728,17593,17916,18013,18052,18399,18689,18959,19221,19795,19990
1622,"State Representative - District No.  1","Legislative District 1","Yavapai",6304,"Campbell, Noel","REP",37923,45013,45954,47595,48697,49697,49697,50005,50005,50140,50140,50140,50140
1622,"State Representative - District No.  1","Legislative District 1","State",6539,"Gogek, Ed","DEM",21162,24867,26236,27724,28281,28934,28959,29249,29395,29564,29696,29968,30055
